Pro_name,Pro_color,Cus_name,Rating,Title,Date,Review
iPhone 11 Pro Max,Gray,Haleem Oyeyemi,4,All in all good purchase to be honest,"Reviewed in the United States on October 21, 2021","  Didna??t like some part of my camera front camera photos came out distorted like it wasna??t 12megapixel in front, had to compare with other peoples phones to know mine had some issue apart from that everything was okay"
iPhone 11 Pro Max,Gray,Walter E. Noell,1,Hunk of Junk,"Reviewed in the United States on December 17, 2020",Sent this to my granddaughter for her birthday.  When it arrived she charged it up and turned it on.  Every three minutes it would go in restart mode.  Tried to return it but that has been nothing but a run around.
iPhone 11 Pro Max,Gray,moises cuadra,5,Got it with 93% battery health,"Reviewed in the United States on October 12, 2021",Nearly new with 93% battery helath
iPhone 11 Pro Max,Gray,Amazon Customer,5,Nice phone,"Reviewed in the United States on December 14, 2021",Had this phone for 6 weeks now and have had no problems.  It works and looks great.
iPhone 11 Pro Max,Gray,H,4,Great,"Reviewed in the United States on February 17, 2022","  I received a very clean/non scratched (Renewed Premium) device. However, the battery was at 88%. Other than that the phone is nice."
iPhone 11 Pro Max,Gray,jorge e.,5,La est??tica muy bien,"Reviewed in the United States on August 4, 2021",El tel??fono perfecto todo le trabaja muy bien
iPhone 11 Pro Max,Gray,Roisin,5,"It was gift for sister, she like it","Reviewed in the United States on December 16, 2021",Just like new
iPhone 11 Pro Max,Gray,Gina G Leiva,5,Just as described,"Reviewed in the United States on July 28, 2020","  Perfect for me, thank you so much!"
iPhone 11 Pro Max,Gray,Redd Cakes,5,New to iphones and it's been a nice ride,"Reviewed in the United States on July 19, 2021",I liked the phone period! I'm an android fan but my kids love apple products and has been pushing me to try iphones. They taught me the tricks and trades of it and I'm definately happy about my purchase.
iPhone 11 Pro Max,Gray,Roberto,5,Satisfecho con mi nuevo celular,"Reviewed in the United States on February 26, 2021","  El celular esta en excelentes condiciones, la vida del celular se encuentra en 89%. Est??ticamente se encuentra muy bien, no he encontrado desperfectos y me ha dejado muy satisfecho. Eso s?-, tener en cuenta que no llega en caja original ni con accesor"
iPhone 11 Pro Max,Gray,Judy,5,Great purchase,"Reviewed in the United States on May 14, 2021","  Very happy with my purchase and yes the iPhone is unlock and ready to use with any carrier, Thank you!!!"
iPhone 11 Pro Max,Gray,M A,5,Ita??s great,"Reviewed in the United States on October 6, 2021",Ita??s just great and like new
iPhone 11 Pro Max,Gray,Samantha Rinehart,1,Will not work with T-mobile/Sprint,"Reviewed in the United States on January 16, 2022",This is the second phone from Amazon Ia??ve tried to get onto my T-Mobile/Sprint account. Amazon and Apple swear ita??s fully unlocked but multiple people at T-Mobile say I cana??t use this phone because ita??s locked to Verizon. Just buy from your carri
iPhone 11 Pro Max,Gray,Romaric,4,Romaric review,"Reviewed in the United States on October 7, 2020","Video Player is loading.Play VideoPlayMuteCurrent Time??0:00/Duration??0:18Loaded: 33.37%0:00Stream Type??LIVESeek to live, currently behind liveLIVERemaining Time??-0:18??1xPlayback RateChaptersChaptersDescriptionsdescriptions off, selectedCaptionsCapti"
iPhone 11 Pro Max,Gray,David D.,5,Great phone,"Reviewed in the United States on August 30, 2020","  The phone arrived a day earlier and without original cable and accessories buy that what you get when ordering renewed phones, External appearance is pristine and battery health 100%. the phone looks like new. Also I cannot buy AppleCare with no appar"
iPhone 11 Pro Max,Gray,Ana Maria,5,Perfect!,"Reviewed in the United States on March 30, 2021",The quality of the iphone surprised me positively. I got everything as described.
iPhone 11 Pro Max,Gray,Amazon Customer,5,Sleek with great features,"Reviewed in the United States on August 17, 2020",Easy to setup with a slim profile
iPhone 11 Pro Max,Gray,stuart cohen,5,Looks like a brand new phone,"Reviewed in the United States on July 27, 2020",I really like the battery life
iPhone 11 Pro Max,Gray,Amazon Customer,5,Perfect as described,"Reviewed in the United States on August 20, 2021",This was perfect and as described.
iPhone 11 Pro Max,Gray,Germaine Tibbs,5,I ordered renewed  premium  my device was great,"Reviewed in the United States on July 11, 2021",No dislikes my phone quality was very good everything works battery life was 98% I'm very satisfied
iPhone 11 Pro Max,Gray,Dan & Lisa,5,Better than factory bought,"Reviewed in the United States on December 31, 2020","  Phone came 1 day prior to schedule and with a screen protector included.Purchase also includes a charging cord, adapter, and a tool to remove the SIM card from your previous phone."
iPhone 11 Pro Max,Gray,Ray Kelly,5,Works As Advertised,"Reviewed in the United States on February 9, 2022",So far ita??s working perfectly- looks great- battery lasts 24 hours (87% Battery Health) - really works well. Ia??m glad I bought it.
iPhone 11 Pro Max,Gray,Dwz,2,Go buy new phone. Dona??t waste money,"Reviewed in the United States on March 13, 2021",Phone is extremely scratched front and back . I will not buy it again
iPhone 11 Pro Max,Gray,Chris,5,I love it. I havena??t put it down. The best yet. Dona??t need a 13. Get a 11,"Reviewed in the United States on October 8, 2021","Video Player is loading.Play VideoPlayMuteCurrent Time??0:00/Duration??0:48Loaded: 12.51%0:00Stream Type??LIVESeek to live, currently behind liveLIVERemaining Time??-0:48??1xPlayback RateChaptersChaptersDescriptionsdescriptions off, selectedCaptionsCapti"
iPhone 11 Pro Max,Gray,noor,5,Great purchase,"Reviewed in the United States on April 26, 2021",Great for the price and the fact that you cana??t find the 11pro Max anywhere.
iPhone 11 Pro Max,Gray,Roberto Bullgati,5,Happy with my new iPhone,"Reviewed in the United States on March 26, 2021","  I got my iPhone 11 pro max a few days ago and I'm very happy. My iPhone came perfect, just a couple small marks of use but it looks super new. The battery life is 95% which is amazing. They sent me a device with screen protector!! I totally recomend yo"
iPhone 11 Pro Max,Gray,Nicole B,5,No complaints,"Reviewed in the United States on April 22, 2021",Phone arrived on time as described. Works perfectly.
iPhone 11 Pro Max,Gray,L. Head,5,Very Happy with my IPhone 11 Pro Max,"Reviewed in the United States on December 9, 2020",Ia??m very happy with my iPhone 11pro max! Has a shorter battery life than my iPhone 11. But preforms 100Xa??s better.
iPhone 11 Pro Max,Gray,Cassandra Smoot,4,Search Outside and Get a Warranty,"Reviewed in the United States on December 10, 2021",Good.
iPhone 11 Pro Max,Gray,Pierre,3,The is very bad!,"Reviewed in the United States on December 3, 2021",There are a lot of marks on the back but the screen is very good!
iPhone 11 Pro Max,Gray,behreh,4,Cana??t beat the price,"Reviewed in the United States on April 20, 2021","  Everything is as it be and is unbeatable for the price. I receive the phone in almost perfect condition. Everything working however the battery health is at 99% the battery health is important to apple user but for the price, it is worth it and Ia??m t"
iPhone 11 Pro Max,Gray,Bossladybusiness,1,Wona??t buy again,"Reviewed in the United States on January 14, 2021","  Phone constantly loses signal, has connection issues, speaker doesna??t work well."
iPhone 11 Pro Max,Gray,Jos?? Antonio,3,Mucho dinero por tan poco,"Reviewed in the United States on September 14, 2020",Cuesta mucho dinero y no trae las funciones que yo necesito mejor regrese a los galaxy son mejores
iPhone 11 Pro Max,Gray,Laine,5,BUY IT!! LOVE IT!!!,"Reviewed in the United States on March 6, 2021",LOOOOVVVEEEE IT!!! Money worth it...I got this 11 pro max for my wife on our 11th anniversary...ita??s the best thing coulda??ve done...it was easy to switch old phone to new phone...you wona??t be disappointed...TRUST!!
iPhone 11 Pro Max,Gray,edna roberts,5,Love my new phone,"Reviewed in the United States on April 12, 2021",Love my new phone. Have been using it over a month and no problems whatsoever. Works perfectly. Received in perfect condition. Like brand new.
iPhone 11 Pro Max,Gray,Jesus Ramirez,1,Amazon sell phones that work,"Reviewed in the United States on August 18, 2020",Worst purchase Ia??ve done in my life. Phone turns off and wona??t turn back on and not only that but my service goes away. Overall never buying phones on amazon ever again
iPhone 11 Pro Max,Gray,An?-bal Medrano,1,Ear Speaker doesn't Work.,"Reviewed in the United States on July 30, 2021",The ear speaker does not work. It sounds distant and robotic.
iPhone 11 Pro Max,Gray,MistiqueButterfly,4,The best phones,"Reviewed in the United States on May 19, 2020",The best phone nowadays
iPhone 11 Pro Max,Gray,Kaylea Robichaux,5,Great Purchase- would highly recommend,"Reviewed in the United States on January 5, 2022","  The phone came in great condition, the screen nor cameras have any scratches visible, but there are minor scratches along the corners and such. The phone is fast and has given me no problems so far, but I will update if need be. I would recommend to bu"
iPhone 11 Pro Max,Gray,Antonio Arellano,5,Great product..,"Reviewed in the United States on July 3, 2020","  Got my new iPhone 11 Pro Max, loving it. Great condition and fast delivery."
iPhone 11 Pro Max,Gray,Karen Dahl,5,Excellent condition,"Reviewed in the United States on June 15, 2021","  Loved the iPhone.  It was refurbished, however, it looks new."
iPhone 11 Pro Max,Gray,Amber Woodall,5,Perfect Phone,"Reviewed in the United States on May 18, 2021",THRILLED WITH THIA PURCHASE. IS EXACTLY AS ADVERTISED!
iPhone 11 Pro Max,Gray,Akeem Patterson,5,Good buy,"Reviewed in the United States on August 28, 2020",Ima buy another one
iPhone 11 Pro Max,Gray,Mallory B.,5,Love it,"Reviewed in the United States on July 15, 2021",Great so far no problems!! Didna??t come with sim remover but thata??s an easy fix. 100% battery life no scratches or cracks! Delivery was late
iPhone 11 Pro Max,Gray,Kevin Sledge,5,A favorable experience!,"Reviewed in the United States on June 2, 2021","  This was my first iPhone and Ia??m very pleased with it! Battery life is s amazing, display is beautiful, and the camera lives up to the iPhone hype! Only disappointments are that there is no fingerprint sensor, and cropping photos is very difficult."
iPhone 11 Pro Max,Gray,alan,2,Non-Speaker issue during calls,"Reviewed in the United States on October 12, 2021","  Everything works for the most part but after while you may run into issues with calls. My non-speaker feature stopped working so for every call, I need to use my headsets or talk with the speaker on."
iPhone 11 Pro Max,Gray,Eduardo,5,Great seller!,"Reviewed in the United States on July 26, 2021",It was exactly as expected! Thank you!.
iPhone 11 Pro Max,Gray,Joseph G.,5,11 pro max,"Reviewed in the United States on July 22, 2021",Great phone
iPhone 11 Pro Max,Gray,Lauren,5,I would do it again!!!,"Reviewed in the United States on April 26, 2021",I was extremely nervous to order phone from here. I am writing this review to help any ones worries like I had. The refurbished phone I received had a TINY little scratch on top left corner. However the amount of money I saved and stress saved from going
iPhone 11 Pro Max,Gray,Rodrigo,5,Sin detalles est??ticos,"Reviewed in the United States on March 13, 2021","  La bater?-a llego como lo prev?? el anuncio en un 82% (hab?-a comprado otros con este mismo Provedor en 95%) en general funciona muy bien, sin detalles est??ticos, pantalla impecable, en general bien"
iPhone 11 Pro Max,Gray,John Livigni,5,Premium renewed iPhone is the way to go,"Reviewed in the United States on January 27, 2022","  Had two choices, renewed or premium renewed. Went with the premium renewed for a little extra cost for the iPhone 11 Pro Max and was surprised the phone looked almost brand new. Not disappointed in the purchase"
iPhone 11 Pro Max,Gray,Davon Carmichael,5,I love this phone,"Reviewed in the United States on August 30, 2021","  I love this phone it came in reasonably time. I loved the fact that it was unlocked. It was easy to activate it with my number in minutes. Ia??m just upset about loosing the finger ID,but what do you expect upgrading from a 6s to this now 11 pro max."
iPhone 11 Pro Max,Gray,Sebastian,5,Excellent condition!,"Reviewed in the United States on October 26, 2021",It really looks and works as new. Not a single scratch or mark. Excellent!
iPhone 11 Pro Max,Gray,Mitzi,5,So far so good!!,"Reviewed in the United States on July 19, 2020",Had it about a week & love it so far.
iPhone 11 Pro Max,Gray,Ricardo Andrade,1,Dead Pixels in my phone!. e???e???,"Reviewed in the United States on October 22, 2020","  Got the item in a timely manor, but while inspection I noticed that the screen had a huge zone with dead pixels. Waste of time having to wait for the phone to arrive now ship back and wait for my over 1k refund."
iPhone 11 Pro Max,Gray,jamie,3,Ok,"Reviewed in the United States on February 23, 2021",Good product. Customer service no so good.
iPhone 11 Pro Max,Gray,CL1CKS,5,Worth it,"Reviewed in the United States on August 22, 2020",So far so good. Basically looks brand new. Would have been nice to get headphones and lightning adapter at this price.
iPhone 11 Pro Max,Gray,Ashawnte King,5,Everything I expected and more!,"Reviewed in the United States on November 15, 2020",I love this phone it works perfectly other than me not being able to use the facetime app :-( but Ia??m sure it can be fixed some sort of way. Everything else is perfect I put my SIM card in and I was able to retain the use of my old number and everythin
iPhone 11 Pro Max,Gray,Jose Fco. Herrera A.,5,Good Purchase,"Reviewed in the United States on January 7, 2022","  Good phone , all in Working conditions"
iPhone 11 Pro Max,Gray,jasimine,5,Came as expected. Battery health is 89% but other than that the phone is pretty good.,"Reviewed in the United States on December 8, 2021",I needed a phone with more storage and it definitely fits the description. Everythinga??s works as it should and phone looks brand new even thought the battery health is 89%.
iPhone 11 Pro Max,Gray,Andy zeng,2,948224874@qq.com,"Reviewed in the United States on May 14, 2020","  Without headphones, the packaging is not original, and the charger and data cable are not original.  Don't like it very much e???"
iPhone 11 Pro Max,Gray,Hugo Pumacayo,3,Llego con algunos rasgu?¡Àos,"Reviewed in the United States on August 13, 2021","  Llego con bordes golpeados, esperaba algo m??s nuevo"
iPhone 11 Pro Max,Gray,Amazon Customer,5,Worth every penny!,"Reviewed in the United States on June 7, 2021","  I'm currently living abroad, but I ordered my phone and had it shipped to my parents. My sister unboxed it for me while we facetimed, and she approved the quality! She said the last owner took great care of it, and now she wants to swap phones!"
iPhone 11 Pro Max,Gray,Dr. R,2,Screen protector,"Reviewed in the United States on March 15, 2021",It came with a screen protector on it.
iPhone 11 Pro Max,Gray,Marjorie S.,5,Great Camera,"Reviewed in the United States on December 1, 2020",Love it. Camera is amazing!!!
iPhone 11 Pro Max,Gray,Laura,5,Very satisfied,"Reviewed in the United States on June 14, 2021",Phone works perfectly. Ir even came with a screen protector. No physical damage. It came with generic charger that works well. Battery life of 83%
iPhone 11 Pro Max,Gray,Sue,4,Love it!,"Reviewed in the United States on July 18, 2020",Received it in May and so far so great!!!
iPhone 11 Pro Max,Gray,Eli,5,Very good quality and very good price!,"Reviewed in the United States on February 5, 2022",I bought this for my father and he loved it. No issues at all and it has very tiny cosmetic scratch on top right of the screen. The reason why I purchased for size and storage capacity and considering to get myself one too
iPhone 11 Pro Max,Gray,Amanda Ross,4,Great phone!,"Reviewed in the United States on April 12, 2021","  The extra storage is amazing! The phone came almost brand new, a big upgrade from my last, even if the battery life is 94% . I was hesitant to buy a phone online let alone at the price, but this was worth it!"
iPhone 11 Pro Max,Gray,Andre,5,Had to go to Apple to do a factory reset,"Reviewed in the United States on February 22, 2021",This was a gift for somebody else worked out perfectly fine was very happy
iPhone 11 Pro Max,Gray,Fernando Sanchez PC Builder / Pet owner,5,Good seller,"Reviewed in the United States on May 17, 2021",Everything was great!
iPhone 11 Pro Max,Gray,Eli cruz,5,Good phone,"Reviewed in the United States on June 10, 2021","  First of all, is a good phone, and even though I got a used one, it is on real good condition."
iPhone 11 Pro Max,Gray,GlennzDebbie,5,Iphone e??2 11 Pro Max is a great phone!!,"Reviewed in the United States on January 25, 2021",Ia??m very happy with my purchase of Iphone e??2 11 Pro Max.  It is  is a great phone!!
iPhone 11 Pro Max,Gray,MOON ABDI,1,"Battery life, camera  and price","Reviewed in the United States on January 13, 2021","  The battery life sucks I have to charger like 3 times a day, the camera is really bad ita??s blurry I cana??t take good pictures and the price was too high for a refurbished phone . I dona??t recommend"
iPhone 11 Pro Max,Gray,Isabel,4,Be careful has hard time connecting to  your server provider,"Reviewed in the United States on February 16, 2022","  This phone wona??t accept or go through. I put SIM card in, and restarted it. But phone service dona??t work. Wona??t even go through"
iPhone 11 Pro Max,Gray,all Romeo,4,a??Reneweda??is another word for missing accessories,"Reviewed in the United States on July 20, 2020",Product was great and would have given 5 stars if it had included the EarPods
iPhone 11 Pro Max,Gray,Stephinee,5,Yay I got a new phone,"Reviewed in the United States on January 23, 2022",Works fine great size I love it
iPhone 11 Pro Max,Gray,Abdul Satar Jamshid,1,Scratches,"Reviewed in the United States on January 29, 2021","  I ordered this phone, it took about a week to get here. first I came with no box and as a renew phone  it was damaged a lot like scratches on the sides and scratches on the screen and this was a big mistake Ia??ve made and I have to return the phone an"
iPhone 11 Pro Max,Gray,Sameh Shehata,1,Unexpected & worthiest packing and tools ever,"Reviewed in the United States on June 24, 2021","  I surprised that phone came with a very bad packing i have saw ever and it came not an apple box as shows in attached photos and charger not original at all and ita??s not including head phone or any other Accessories e???, ia??m feeling down specially"
iPhone 11 Pro Max,Gray,CMMM,5,Good product,"Reviewed in the United States on December 9, 2020",Excellent product.Good seller
iPhone 11 Pro Max,Gray,gilbert d obrien,1,This renewed phone didna??t even last a year!!!,"Reviewed in the United States on March 13, 2022",Turned into a brick in less than 6 months save and buy a new one
iPhone 11 Pro Max,Gray,Kimberly,5,Functions properly.,"Reviewed in the United States on March 20, 2021",Works great.
iPhone 11 Pro Max,Gray,Rogelio,5,"If the first is not great, keep trying!","Reviewed in the United States on September 26, 2020","  Off course they are renew, but after a second return/repurchase I got a phone almost new, no scratches and all working great!Ia??m very pleased and 100% satisfied!"
iPhone 11 Pro Max,Gray,Irene Escalante,5,Worth Every Cent,"Reviewed in the United States on June 1, 2020",This is exactly what I ordered Ia??m so happy and ya??all even gave me a free screen protector Ia??m so blessed e??? will be buying more phones from ya??all in the near future. Like Christmas time e?£¤¡ã
iPhone 11 Pro Max,Gray,Christopher S. Pryor,5,Great purchase. Less expensive than phone company charges.,"Reviewed in the United States on April 26, 2021",Love this phone. I have the ability to store all I want up to 256GB. Larger screen than my old 7. Face recognition is handy. Much faster processing too. Fine product.
iPhone 11 Pro Max,Gray,Paul,5,"Great purchase, works amazing!","Reviewed in the United States on June 22, 2020",Works like I got it from Apple HQ! Just be careful! Does not come with warranty or anything
iPhone 11 Pro Max,Gray,Tabata Guevara,4,"Est?? todo bien , excepto que no siempre me llegan las notificaciones","Reviewed in the United States on July 11, 2021","  Cuando me lleg?3 el tel??fono hace un mes ten?-a un 96% en la condici?3n de la bater?-a , ahora tengo 92%, no s?? si es normal que haya disminuido tanto en ese lapso de tiempo. Algo que he notado es que no me llegan las notificaciones siempre, a veces "
iPhone 11 Pro Max,Gray,Felix,1,Shut off on its own,"Reviewed in the United States on April 24, 2021",The phone just goes off in the middle of using it and restart on its own. I had to return it.
iPhone 11 Pro Max,Gray,Callie,5,Hands down the best thing Ia??ve ever bought!,"Reviewed in the United States on October 2, 2020",Great deal for a great product!
iPhone 11 Pro Max,Gray,Queen,5,Camera,"Reviewed in the United States on March 25, 2021",I liked everything about the phone. I had a hard time activating it. But once I did. Ita??s been really great. Great camera.
iPhone 11 Pro Max,Gray,adnani,1,Not good,"Reviewed in the United States on July 12, 2021",I bought this phone and I took it with me Overseas I didna??t check it first time when I open it I found scratches on the screen and I receive it without original charger I dona??t recommend it
iPhone 11 Pro Max,Gray,DCWshowmestate,4,Great decision to buy renewede???,"Reviewed in the United States on February 19, 2021",Was delivered timely. No visible damage whatsoever! Will def buy from this company again. e???
iPhone 11 Pro Max,Gray,Diona Lynn Whiteley,5,Perfect,"Reviewed in the United States on February 11, 2022",This phone came in 2 days earlier that posted.  It looks and works like new!  Very happy with this phone!
iPhone 11 Pro Max,Gray,Dan,5,Looks brand new,"Reviewed in the United States on November 3, 2021","  Iphone 11 max is like brand new , camera is amazing Fast shipping and great quality"
iPhone 11 Pro Max,Gray,lual from Facebook,5,All features about this beautiful iPhone are truly,"Reviewed in the United States on October 21, 2020",My phone opens up immediately soon as I lifted towards my face and I love the quickness.
iPhone 11 Pro Max,Gray,Toto,2,The speaker doesna??t work,"Reviewed in the United States on January 9, 2022","  The speaker doesna??t work, so I cana??t use the iPhone as an telephone, to have a normal phone call I have to use either headphones or the speakerphone. Unfortunately I will have to return the iPhone."
iPhone 11 Pro Max,Gray,Essa Frotan,5,I bought but unfortunately it had two major problems so I returned back waste of time.,"Reviewed in the United States on August 3, 2020",Speaker problem and screen gets locked on calls
iPhone 11 Pro Max,Gray,H??ctor Reigosa,5,Excelente,"Reviewed in the United States on October 21, 2020",Funciona perfectamente y esta desbloqueado lo recibi en Venezuela . Compra confiable.
iPhone 11 Pro Max,Gray,LaJuan LeJeune,4,Check your electronics thoroughly,"Reviewed in the United States on July 3, 2021","  I love my phone, but when I received it I didna??t check it thoroughly. If I use speaker phone, nobody can hear me. I just went to get it fixed."
iPhone 11 Pro Max,Gray,Robert Carpenter,5,Love this phone,"Reviewed in the United States on July 25, 2020",Smokin
iPhone 11 Pro Max,Gray,matthew leland rush,5,The speed and the size.,"Reviewed in the United States on October 4, 2020",I love my new iPhone . It has the speed and the functions of everything that I need. I tried the camera out and the pictures look awesome.
iPhone 11 Pro Max,Gray,Lloyd Kaipainen,1,substandard camera,"Reviewed in the United States on August 21, 2021",Camera was inferior to my 3-4yr old Samsung S10
iPhone 11 Pro Max,Gray,mario gregorio,5,"Excelente estado el tel??fono, impecable","Reviewed in the United States on July 16, 2021",Buenas condiciones generales el tel??fono
iPhone 11 Pro Max,Gray,Naw,2,Nothing special,"Reviewed in the United States on January 18, 2021",The reason why i return the product.The product is good but i can not use my current email as id so i return this product. Without my current email address i can not anything so i am not happy to have this product so i returned it.. I am waiting for my r
iPhone 11 Pro Max,Gray,Michelle Yvonne Collucci,1,Bad,"Reviewed in the United States on March 4, 2022","  it did not read my sim card, I had to pay for a new iPhone full price."
iPhone 11 Pro Max,Gray,Allan Smith,5,Beats android,"Reviewed in the United States on July 21, 2020",Great phone... beats any android phone
iPhone 11 Pro Max,Gray,TRamm,5,Reliable service,"Reviewed in the United States on March 15, 2021","  Excellent phone, great condition, plus screen protector was already there"
iPhone 11 Pro Max,Gray,Andrew M Abson,1,Item incorrectly listed,"Reviewed in the United States on June 18, 2021",Product not as listed. I ordered the green phone and got the basic dark silver. Disappointed.
iPhone 11 Pro Max,Gray,Amazon Customer,1,The Phone is asking for a pass code,"Reviewed in the United States on July 2, 2020",hi i got this phone but it required a pass code. Anyone who has experienced this? What is the passcode?
iPhone 11 Pro Max,Gray,Amazon Customer,4,"Looks great ,","Reviewed in the United States on August 30, 2021","  Looks like a new phone so far , so good"
iPhone 11 Pro Max,Gray,Samuel,5,Amazing,"Reviewed in the United States on July 23, 2020",Absolutely awesome... dona??t think twice... buy it
iPhone 11 Pro Max,Gray,dennis Lindo,5,iPhone 11,"Reviewed in the United States on September 20, 2020",Great phone good orice
iPhone 11 Pro Max,Gray,Mohamed Faruhan,1,Battery  not charge,"Reviewed in the United States on September 27, 2020",Phone battery is not charging while I was put charger for 2 hours. I Need refund.
iPhone 11 Pro Max,Gray,Colin S.,1,Disappointed,"Reviewed in the United States on May 29, 2021",Internal damage upon arrival would not connect to wifi of cell phone service
iPhone 11 Pro Max,Gray,Jun W. Lee,1,Not worth it for me,"Reviewed in the United States on February 16, 2021","  It wasna??t a??reneweda??  It was used with noticeable blemishes and the old screen protector still on the iPhone. Moreover, NONE of the Apple accessories that comes with the iPhone were included."
iPhone 11 Pro Max,Gray,Amazon Customer,1,a??Like newa??featured scratches to the faceplate,"Reviewed in the United States on February 4, 2022",Waited for this phone to arrive in a??minta??condition..opened the box to find that the faceplate had multiple scratches on it..put back in box and shipped back..waist of time.
iPhone 11 Pro Max,Gray,drtd,4,"Not ""as new""","Reviewed in the United States on July 19, 2021",Description said it worked and looked as new. It arrived with a light and a deep scratch on the screen. Disapointed
iPhone 11 Pro Max,Gray,Keilon George,5,Love it,"Reviewed in the United States on August 30, 2021",Came as expected. Works as expected and loving the camera on this phone.
iPhone 11 Pro Max,Gray,Behroz,5,Finally got it after one return and replacement,"Reviewed in the United States on February 4, 2022",Had to replace one because it was DOA. Couldna??t turn it on. Asked for a replacement and got it within 2 days. Phone is awesome in excellent condition with 99% battery health.
iPhone 11 Pro Max,Gray,Amazon Customer,4,I like the phone,"Reviewed in the United States on February 23, 2021",It was ok
iPhone 11 Pro Max,Gray,Jr,5,Almost New,"Reviewed in the United States on May 25, 2021",The phone works great and was compatible with T-Mobile and the device is working fine for a refurbished product.
iPhone 11 Pro Max,Gray,Victor Nina Unicaribe,5,"battery is 9/ 10 , lasts almost the full day.","Reviewed in the United States on May 6, 2021","  The mobile arrived practically new only two small scratches on the screen, which are not noticeable and the battery is 9/ 10 , lasts almost the full day."
iPhone 11 Pro Max,Gray,yaquisa robertson,1,DO NOT PURCHASE FROM THIS COMPANY,"Reviewed in the United States on March 22, 2021","  My phone came with a crack in the glass with a screen protector put on top of it. And it said it was unlocked for ALL carriers, but, IT ISNT! WILL NOT BE PURCHASING FROM BUYSPRY ANYMORE!"
iPhone 11 Pro Max,Gray,Heather Simpson,5,Granddaughters dream,"Reviewed in the United States on July 3, 2021","  I ordered it for my Granddaughter, she loves it!!!!"
iPhone 11 Pro Max,Gray,Heather Gonzales,5,Exactly what I expected,"Reviewed in the United States on May 21, 2021",I love it! Great condition! Tiny scratch in the screen but nothing major and nothing anywhere else.
iPhone 11 Pro Max,Gray,Terryboo,5,Great buy,"Reviewed in the United States on December 6, 2020",Best phone comes like new .....no scratches no dent
iPhone 11 Pro Max,Gray,AlphaEcho2k5,5,Great Quality,"Reviewed in the United States on January 14, 2021","  A few minor surface scratches, but not distracting. Great care in shipping and included all standard accessories. Would buy from seller in the future."
iPhone 11 Pro Max,Gray,YasPatel,5,Best iPhone upgrade,"Reviewed in the United States on October 15, 2021",I like my new iPhone I have a better upgrade
iPhone 11 Pro Max,Gray,Jan,5,Excellent iphone,"Reviewed in the United States on April 12, 2021",Great decision to buy refurbished iPhone. This is my second refurbished phone and they work perfectly. I saved money.
iPhone 11 Pro Max,Gray,K.Capps,5,Totally worth it,"Reviewed in the United States on March 18, 2021",I dona??t usually add reviews because ita??s a waste of time to me buuuuttt this is great for the price there was no scratches on the phone at all it was fully unlocked and totally worth it
iPhone 11 Pro Max,Gray,Wanda Hariri,2,Pissed,"Reviewed in the United States on July 19, 2021",My phone doesna??t have the storage available claimed it also glitches out and is overheating.
iPhone 11 Pro Max,Gray,Amazon Customer,5,Great,"Reviewed in the United States on September 7, 2020",Great
iPhone 11 Pro Max,Gray,Kevin,5,Customer Satisfactory,"Reviewed in the United States on June 5, 2021",Phone came as requested and no problems whatsoever. Ia??ve been using it the past few months since I got it and works amazing. No scam. Trustworthy seller. Battery lasts me almost 2 days of usage which I cana??t complain about.
iPhone 11 Pro Max,Gray,lashonda coleman,1,WANT READ SIM CARD,"Reviewed in the United States on November 7, 2020","  PHONE WORKED FOR TWO DAYS , THEN SAID THERE WAS NO SIMS CARD. HAD NEW SIMS REPLACED WORKED FOR  TWO WEEKS AND HAD THE SAME PROBLEM. IN THE PROCESS OF RETURNING."
iPhone 11 Pro Max,Gray,rosa,1,Ita??s a block phone e???e???e???e???,"Reviewed in the United States on April 27, 2021",Very disappointed the phone is blocked dona??t waste your time buying this phone.
iPhone 11 Pro Max,Gray,Hyat,2,Ita??s not good phone with this price .,"Reviewed in the United States on May 29, 2021","  When I received the phone was without original box , without original charger and has a little scratch in the top ita??s pretty used hard, I waisted my daughter birthday gift I waisted my time ita??s not worth it for the price."
iPhone 11 Pro Max,Gray,ederlin,3,no es el color pedido,"Reviewed in the United States on January 21, 2022","  el equipo se ve bien si inconveniente hasta el momento, solo que no era el color pedido pero esta aceptable"
iPhone 11 Pro Max,Gray,Yanni,4,Not color I ordered.,"Reviewed in the United States on August 11, 2021","  So far so good. Just not the color I ordered. I ordered green, but got white. But whatever therea??s a case on it anyway."
iPhone 11 Pro Max,Gray,Christian Thorsen,4,Parecia muy bueno,"Reviewed in the United States on August 3, 2021","  Excelente presentaci?3n, aspecto  del equipo, pero la bater?-a llego con solo el 89%"
iPhone 11 Pro Max,Gray,shikerabaptiste,5,Good,"Reviewed in the United States on September 13, 2021",Great quality phone was just like new . Phone came with a front screen protector but not a camera protector overall I am very pleased this is my second time purchasing from this company 10/10
iPhone 11 Pro Max,Gray,J.Hota,5,Good quality,"Reviewed in the United States on October 25, 2020",Had no issues with the phone. Very happy with this purchase.
iPhone 11 Pro Max,Gray,Luis Gonzalez,3,"MUY USADO, PELADOS EN LAS CUATROS EQUIPOS","Reviewed in the United States on December 26, 2021",ESTA MUY CARO PARA LAS CONDICIONES GENERALES DE IPHONE. MUY PELADO EN LOS BORDES.
