,Name,Label,Concept,Required,Attributes,Limit,Predicate Type,Group,Unnamed: 8
10,FIRMPDEMP_PCT_S,Standard error of percent of employer firms (%),"Annual Business Survey: Business Characteristics of Respondent Employer Firms by Sector, Sex, Ethnicity, Race, and Veteran Status for the U.S., States and Metro Areas: 2018;Annual Business Survey: Years in Business for Business Characteristics of Respondent Employer Firms by Sex, Ethnicity, Race, and Veteran Status for the U.S.: 2018;Annual Business Survey: Receipts Size of Firm for Business Characteristics of Respondent Employer Firms by Sex, Ethnicity, Race, and Veteran Status for the U.S.: 2018;Annual Business Survey: Employment Size of Firm for Business Characteristics of Respondent Employer Firms by Sex, Ethnicity, Race, and Veteran Status for the U.S.: 2018",not required,FIRMPDEMP_PCT_S_F,0,float,"AB1800CSCB02,  AB1800CSCB01,  AB1800CSCB04,  AB1800CSCB03",
11,FIRMPDEMP_S,Relative standard error of employer firms (%),"Annual Business Survey: Business Characteristics of Respondent Employer Firms by Sector, Sex, Ethnicity, Race, and Veteran Status for the U.S., States and Metro Areas: 2018;Annual Business Survey: Years in Business for Business Characteristics of Respondent Employer Firms by Sex, Ethnicity, Race, and Veteran Status for the U.S.: 2018;Annual Business Survey: Receipts Size of Firm for Business Characteristics of Respondent Employer Firms by Sex, Ethnicity, Race, and Veteran Status for the U.S.: 2018;Annual Business Survey: Employment Size of Firm for Business Characteristics of Respondent Employer Firms by Sex, Ethnicity, Race, and Veteran Status for the U.S.: 2018",not required,FIRMPDEMP_S_F,0,float,"AB1800CSCB02,  AB1800CSCB01,  AB1800CSCB04,  AB1800CSCB03",
12,for,Census API FIPS 'for' clause,Census API Geography Specification,predicate-only,,0,fips-for,,
13,GEO_ID,Geographic identifier code,"Annual Business Survey: Business Characteristics of Respondent Employer Firms by Sector, Sex, Ethnicity, Race, and Veteran Status for the U.S., States and Metro Areas: 2018;Annual Business Survey: Years in Business for Business Characteristics of Respondent Employer Firms by Sex, Ethnicity, Race, and Veteran Status for the U.S.: 2018;Annual Business Survey: Receipts Size of Firm for Business Characteristics of Respondent Employer Firms by Sex, Ethnicity, Race, and Veteran Status for the U.S.: 2018;Annual Business Survey: Employment Size of Firm for Business Characteristics of Respondent Employer Firms by Sex, Ethnicity, Race, and Veteran Status for the U.S.: 2018",not required,"GEO_ID_F,  NAME",0,string,"AB1800CSCB02,  AB1800CSCB01,  AB1800CSCB04,  AB1800CSCB03",
14,GEOCOMP,GEO_ID Component,,default displayed,,0,string,,
15,in,Census API FIPS 'in' clause,Census API Geography Specification,predicate-only,,0,fips-in,,
16,NAICS2017,2017 NAICS code,"Annual Business Survey: Business Characteristics of Respondent Employer Firms by Sector, Sex, Ethnicity, Race, and Veteran Status for the U.S., States and Metro Areas: 2018;Annual Business Survey: Years in Business for Business Characteristics of Respondent Employer Firms by Sex, Ethnicity, Race, and Veteran Status for the U.S.: 2018;Annual Business Survey: Receipts Size of Firm for Business Characteristics of Respondent Employer Firms by Sex, Ethnicity, Race, and Veteran Status for the U.S.: 2018;Annual Business Survey: Employment Size of Firm for Business Characteristics of Respondent Employer Firms by Sex, Ethnicity, Race, and Veteran Status for the U.S.: 2018",default displayed,"INDGROUP,  INDLEVEL,  NAICS2017_F,  NAICS2017_LABEL,  INDGROUP,  INDLEVEL,  NAICS2017_F,  SECTOR,  SUBSECTOR,  SECTOR,  SUBSECTOR",0,string,"AB1800CSCB02,  AB1800CSCB01,  AB1800CSCB04,  AB1800CSCB03",
17,NATION,Geography,,not required,,0,(not a predicate),,
18,PAYANN,"Annual payroll ($1,000)","Annual Business Survey: Business Characteristics of Respondent Employer Firms by Sector, Sex, Ethnicity, Race, and Veteran Status for the U.S., States and Metro Areas: 2018;Annual Business Survey: Years in Business for Business Characteristics of Respondent Employer Firms by Sex, Ethnicity, Race, and Veteran Status for the U.S.: 2018;Annual Business Survey: Receipts Size of Firm for Business Characteristics of Respondent Employer Firms by Sex, Ethnicity, Race, and Veteran Status for the U.S.: 2018;Annual Business Survey: Employment Size of Firm for Business Characteristics of Respondent Employer Firms by Sex, Ethnicity, Race, and Veteran Status for the U.S.: 2018",not required,PAYANN_F,0,int,"AB1800CSCB02,  AB1800CSCB01,  AB1800CSCB04,  AB1800CSCB03",
19,PAYANN_PCT,Percent of annual payroll (%),"Annual Business Survey: Business Characteristics of Respondent Employer Firms by Sector, Sex, Ethnicity, Race, and Veteran Status for the U.S., States and Metro Areas: 2018;Annual Business Survey: Years in Business for Business Characteristics of Respondent Employer Firms by Sex, Ethnicity, Race, and Veteran Status for the U.S.: 2018;Annual Business Survey: Receipts Size of Firm for Business Characteristics of Respondent Employer Firms by Sex, Ethnicity, Race, and Veteran Status for the U.S.: 2018;Annual Business Survey: Employment Size of Firm for Business Characteristics of Respondent Employer Firms by Sex, Ethnicity, Race, and Veteran Status for the U.S.: 2018",not required,PAYANN_PCT_F,0,float,"AB1800CSCB02,  AB1800CSCB01,  AB1800CSCB04,  AB1800CSCB03",
20,PAYANN_PCT_S,Standard error of percent of annual payroll (%),"Annual Business Survey: Business Characteristics of Respondent Employer Firms by Sector, Sex, Ethnicity, Race, and Veteran Status for the U.S., States and Metro Areas: 2018;Annual Business Survey: Years in Business for Business Characteristics of Respondent Employer Firms by Sex, Ethnicity, Race, and Veteran Status for the U.S.: 2018;Annual Business Survey: Receipts Size of Firm for Business Characteristics of Respondent Employer Firms by Sex, Ethnicity, Race, and Veteran Status for the U.S.: 2018;Annual Business Survey: Employment Size of Firm for Business Characteristics of Respondent Employer Firms by Sex, Ethnicity, Race, and Veteran Status for the U.S.: 2018",not required,PAYANN_PCT_S_F,0,float,"AB1800CSCB02,  AB1800CSCB01,  AB1800CSCB04,  AB1800CSCB03",
21,PAYANN_S,Relative standard error of annual payroll (%),"Annual Business Survey: Business Characteristics of Respondent Employer Firms by Sector, Sex, Ethnicity, Race, and Veteran Status for the U.S., States and Metro Areas: 2018;Annual Business Survey: Years in Business for Business Characteristics of Respondent Employer Firms by Sex, Ethnicity, Race, and Veteran Status for the U.S.: 2018;Annual Business Survey: Receipts Size of Firm for Business Characteristics of Respondent Employer Firms by Sex, Ethnicity, Race, and Veteran Status for the U.S.: 2018;Annual Business Survey: Employment Size of Firm for Business Characteristics of Respondent Employer Firms by Sex, Ethnicity, Race, and Veteran Status for the U.S.: 2018",not required,PAYANN_S_F,0,float,"AB1800CSCB02,  AB1800CSCB01,  AB1800CSCB04,  AB1800CSCB03",
22,QDESC,Question description code,"Annual Business Survey: Business Characteristics of Respondent Employer Firms by Sector, Sex, Ethnicity, Race, and Veteran Status for the U.S., States and Metro Areas: 2018;Annual Business Survey: Years in Business for Business Characteristics of Respondent Employer Firms by Sex, Ethnicity, Race, and Veteran Status for the U.S.: 2018;Annual Business Survey: Receipts Size of Firm for Business Characteristics of Respondent Employer Firms by Sex, Ethnicity, Race, and Veteran Status for the U.S.: 2018;Annual Business Survey: Employment Size of Firm for Business Characteristics of Respondent Employer Firms by Sex, Ethnicity, Race, and Veteran Status for the U.S.: 2018",default displayed,QDESC_LABEL,0,string,"AB1800CSCB02,  AB1800CSCB01,  AB1800CSCB04,  AB1800CSCB03",
23,RACE_GROUP,Race code,"Annual Business Survey: Business Characteristics of Respondent Employer Firms by Sector, Sex, Ethnicity, Race, and Veteran Status for the U.S., States and Metro Areas: 2018;Annual Business Survey: Years in Business for Business Characteristics of Respondent Employer Firms by Sex, Ethnicity, Race, and Veteran Status for the U.S.: 2018;Annual Business Survey: Receipts Size of Firm for Business Characteristics of Respondent Employer Firms by Sex, Ethnicity, Race, and Veteran Status for the U.S.: 2018;Annual Business Survey: Employment Size of Firm for Business Characteristics of Respondent Employer Firms by Sex, Ethnicity, Race, and Veteran Status for the U.S.: 2018",default displayed,RACE_GROUP_LABEL,0,string,"AB1800CSCB02,  AB1800CSCB01,  AB1800CSCB04,  AB1800CSCB03",
24,RCPPDEMP,"Sales, value of shipments, or revenue of employer firms ($1,000)","Annual Business Survey: Business Characteristics of Respondent Employer Firms by Sector, Sex, Ethnicity, Race, and Veteran Status for the U.S., States and Metro Areas: 2018;Annual Business Survey: Years in Business for Business Characteristics of Respondent Employer Firms by Sex, Ethnicity, Race, and Veteran Status for the U.S.: 2018;Annual Business Survey: Receipts Size of Firm for Business Characteristics of Respondent Employer Firms by Sex, Ethnicity, Race, and Veteran Status for the U.S.: 2018;Annual Business Survey: Employment Size of Firm for Business Characteristics of Respondent Employer Firms by Sex, Ethnicity, Race, and Veteran Status for the U.S.: 2018",not required,RCPPDEMP_F,0,int,"AB1800CSCB02,  AB1800CSCB01,  AB1800CSCB04,  AB1800CSCB03",
25,RCPPDEMP_PCT,"Percent of sales, value of shipments, or revenue of employer firms (%)","Annual Business Survey: Business Characteristics of Respondent Employer Firms by Sector, Sex, Ethnicity, Race, and Veteran Status for the U.S., States and Metro Areas: 2018;Annual Business Survey: Years in Business for Business Characteristics of Respondent Employer Firms by Sex, Ethnicity, Race, and Veteran Status for the U.S.: 2018;Annual Business Survey: Receipts Size of Firm for Business Characteristics of Respondent Employer Firms by Sex, Ethnicity, Race, and Veteran Status for the U.S.: 2018;Annual Business Survey: Employment Size of Firm for Business Characteristics of Respondent Employer Firms by Sex, Ethnicity, Race, and Veteran Status for the U.S.: 2018",not required,RCPPDEMP_PCT_F,0,float,"AB1800CSCB02,  AB1800CSCB01,  AB1800CSCB04,  AB1800CSCB03",
26,RCPPDEMP_PCT_S,"Standard error of percent of sales, value of shipments, or revenue of employer firms (%)","Annual Business Survey: Business Characteristics of Respondent Employer Firms by Sector, Sex, Ethnicity, Race, and Veteran Status for the U.S., States and Metro Areas: 2018;Annual Business Survey: Years in Business for Business Characteristics of Respondent Employer Firms by Sex, Ethnicity, Race, and Veteran Status for the U.S.: 2018;Annual Business Survey: Receipts Size of Firm for Business Characteristics of Respondent Employer Firms by Sex, Ethnicity, Race, and Veteran Status for the U.S.: 2018;Annual Business Survey: Employment Size of Firm for Business Characteristics of Respondent Employer Firms by Sex, Ethnicity, Race, and Veteran Status for the U.S.: 2018",not required,RCPPDEMP_PCT_S_F,0,float,"AB1800CSCB02,  AB1800CSCB01,  AB1800CSCB04,  AB1800CSCB03",
27,RCPPDEMP_S,"Relative standard error of sales, value of shipments, or revenue of employer firms (%)","Annual Business Survey: Business Characteristics of Respondent Employer Firms by Sector, Sex, Ethnicity, Race, and Veteran Status for the U.S., States and Metro Areas: 2018;Annual Business Survey: Years in Business for Business Characteristics of Respondent Employer Firms by Sex, Ethnicity, Race, and Veteran Status for the U.S.: 2018;Annual Business Survey: Receipts Size of Firm for Business Characteristics of Respondent Employer Firms by Sex, Ethnicity, Race, and Veteran Status for the U.S.: 2018;Annual Business Survey: Employment Size of Firm for Business Characteristics of Respondent Employer Firms by Sex, Ethnicity, Race, and Veteran Status for the U.S.: 2018",not required,RCPPDEMP_S_F,0,float,"AB1800CSCB02,  AB1800CSCB01,  AB1800CSCB04,  AB1800CSCB03",
28,RCPSZFI,"Sales, value of shipments, or revenue size of firms code","Annual Business Survey: Receipts Size of Firm for Business Characteristics of Respondent Employer Firms by Sex, Ethnicity, Race, and Veteran Status for the U.S.: 2018",default displayed,RCPSZFI_LABEL,0,string,AB1800CSCB03,
29,SEX,Sex code,"Annual Business Survey: Business Characteristics of Respondent Employer Firms by Sector, Sex, Ethnicity, Race, and Veteran Status for the U.S., States and Metro Areas: 2018;Annual Business Survey: Years in Business for Business Characteristics of Respondent Employer Firms by Sex, Ethnicity, Race, and Veteran Status for the U.S.: 2018;Annual Business Survey: Receipts Size of Firm for Business Characteristics of Respondent Employer Firms by Sex, Ethnicity, Race, and Veteran Status for the U.S.: 2018;Annual Business Survey: Employment Size of Firm for Business Characteristics of Respondent Employer Firms by Sex, Ethnicity, Race, and Veteran Status for the U.S.: 2018",default displayed,SEX_LABEL,0,string,"AB1800CSCB02,  AB1800CSCB01,  AB1800CSCB04,  AB1800CSCB03",
30,STATE,Geography,,not required,,0,(not a predicate),,
31,SUMLEVEL,Summary Level code,,not required,,0,string,,
32,ucgid,Uniform Census Geography Identifier clause,Census API Geography Specification,predicate-only,,0,ucgid,,
33,VET_GROUP,Veteran code,"Annual Business Survey: Business Characteristics of Respondent Employer Firms by Sector, Sex, Ethnicity, Race, and Veteran Status for the U.S., States and Metro Areas: 2018;Annual Business Survey: Years in Business for Business Characteristics of Respondent Employer Firms by Sex, Ethnicity, Race, and Veteran Status for the U.S.: 2018;Annual Business Survey: Receipts Size of Firm for Business Characteristics of Respondent Employer Firms by Sex, Ethnicity, Race, and Veteran Status for the U.S.: 2018;Annual Business Survey: Employment Size of Firm for Business Characteristics of Respondent Employer Firms by Sex, Ethnicity, Race, and Veteran Status for the U.S.: 2018",default displayed,VET_GROUP_LABEL,0,string,"AB1800CSCB02,  AB1800CSCB01,  AB1800CSCB04,  AB1800CSCB03",
34,YEAR,Year,"Annual Business Survey: Business Characteristics of Respondent Employer Firms by Sector, Sex, Ethnicity, Race, and Veteran Status for the U.S., States and Metro Areas: 2018;Annual Business Survey: Years in Business for Business Characteristics of Respondent Employer Firms by Sex, Ethnicity, Race, and Veteran Status for the U.S.: 2018;Annual Business Survey: Receipts Size of Firm for Business Characteristics of Respondent Employer Firms by Sex, Ethnicity, Race, and Veteran Status for the U.S.: 2018;Annual Business Survey: Employment Size of Firm for Business Characteristics of Respondent Employer Firms by Sex, Ethnicity, Race, and Veteran Status for the U.S.: 2018",not required,,0,string,"AB1800CSCB02,  AB1800CSCB01,  AB1800CSCB04,  AB1800CSCB03",
35,YIBSZFI,Years in business code,"Annual Business Survey: Years in Business for Business Characteristics of Respondent Employer Firms by Sex, Ethnicity, Race, and Veteran Status for the U.S.: 2018",default displayed,YIBSZFI_LABEL,0,string,AB1800CSCB02,
36,36 variables,36 variables,36 variables,36 variables,36 variables,36 variables,36 variables,36 variables,36 variables
