,MCR Name,Summary,text,What,When,Who
10,PSDR - Contracts and Disclosures - Form and Style - Form and Style (Misc.) - Blank Spaces,"Cluster: PSDR - Contracts and Disclosures - Form and Style - Form and Style (Misc.) - Blank Spaces

MCR: 1017

Covered States: AZ, CA, MA, MD, MI, NH, NJ, NY, PA, SC, VA, WI 

When engaged in the execution of documents in connection with the below products and services, Wells Fargo must not permit a document with any blank spaces to be signed. Wells Fargo must only provide a complete document to be signed.

1. Lending Product (loans, lines and leases) - Asset Based Loans
2. Lending Product (loans, lines and leases) - Commercial Credit Cards
3. Lending Product (loans, lines and leases) - Commercial Real Estate Loans
4. Lending Product (loans, lines and leases) - Consumer Credit Cards
5. Lending Product (loans, lines and leases) - Consumer Other Loans/Lines
6. Lending Product (loans, lines and leases) - Consumer Real Estate
7. Lending Product (loans, lines and leases) - Non-Consumer Loans/Lines
8. Lending Product (loans, lines and leases) - Other Commercial/Wholesale Loans & LOC
9. Lending Product (loans, lines and leases) - Retail Broker Dealer - Products
10. Lending Product (loans, lines and leases) - Structured Products
11. Lending Product (loans, lines and leases) - Trade Finance

Generally Applicable Supporting Citations: Ariz. Rev. Stat. § 6-909(A); Ariz. Rev. Stat. § 6-947(A); Ariz. Rev. Stat. § 6-984(A); Cal. Civ. Code § 1799.93; 209 Mass. Code Regs. 42.12A(5); Md. Code Regs. 09.03.06.08(B); Mich. Comp. Laws § 445.1634(8); N.H. Rev. Stat. § 399-A:15(XXVI); N.J. Stat. Ann. § 17:11C-75(j); N.Y. Banking Law § 352; 10 Pa. Code § 46.2(j)(6); PA - 12 Pa. Cons. Stat. § 6332(a); S.C. Code Ann. Regs. 15-60(w); Va. Code Ann. § 6.2-1614(1); 10 Va. Admin. Code § 5-60-30(D); Va. Code Ann. § 6.2-1524(J)); Wis. Stat. § 422.304(1)

Additional State-Specific Restrictive Requirements:

a) Despite the above, Wells Fargo must permit the following types of documents with blank spaces to be signed:

i. Forms authorizing the verification of application information or otherwise expressly provided documents that contain blanks to be signed. (NY) N.Y. Banking Law § 352

ii. Mortgage loan transaction documents to be signed by a party that has specifically authorized, in writing, that the licensee or escrow agent may complete the particular blank spaces. (AZ) Ariz. Rev. Stat. § 6-947(A); Ariz. Rev. Stat. § 6-984(A)

iii. Forms containing blanks to be filled in with the name of the licensee by the borrower. Wells Fargo must ensure that the filled-in form is signed and dated by the borrower. Wells Fargo must keep the completed form in in a separate loan file maintained with respect to the loan. (VA) 10 Va. Admin. Code § 5-60-30(D)

iv. Mortgage loan transaction documents containing blank spaces relating to recording. (NJ) N.J. Stat. Ann. § 17:11C-75(j)

v. Documents clearly indicating that any blank spaces relating to price, charges, or terms of payment are inapplicable. (WI) Wis. Stat. § 422.304(1)

b) Signatory rules

i. Wells Fargo must not permit the execution of documents where signatures are required to be witnessed without the witnesses being physically present. (PA) 10 Pa. Code § 46.2(j)(6)

ii. Wells Fargo must not permit someone other than the required signatory to execute a document unless otherwise authorized by law. (PA) 10 Pa. Code § 46.2(j)(6)

c) Note/Mortgage/Security Instrument requirements

i. Wells Fargo must include in any note, promise to pay, or instrument of security: the amount of the loan, a clear description of the installment payments required, and the rate of interest charged. (VA) Va. Code Ann. § 6.2-1524(J)

ii. When a combination note and mortgage is used and the borrower must sign at the bottom, Wells Fargo must mark the mortgage “NONE”, when only the note section is used. Wells Fargo must furnish the borrower with a legible copy of the note and mortgage. (SC) S.C. Code Ann. Regs. 15-60(w)

iii. Wells Fargo must give each person entitled to notice a copy of: (i) the debt instrument and security agreement or deed of trust, if any, evidencing the consumer credit contract and, (ii) if it is a separate document, a copy of the notice required and a copy of the document evidencing that person's obligations. (CA) Cal. Civ. Code § 1799.93

d) Unsolicited credit sale contracts

i. If Wells Fargo receives a credit sale contract through the mail that is not in response to any personal solicitation by Wells Fargo, and Wells Fargo's publicly available materials contain clear pricing and other terms, then Wells Fargo must, within 15 days from the shipment of goods in connection with that contract, provide the consumer with a written statement of the items shipped inserted in any spaces that were blank when Wells Fargo received the contract. (HI) Haw. Rev. Stat. § 476-11

","when engaged in the execution of documents in connection with the below products and services, wells fargo must not permit a document with any blank spaces to be signed. wells fargo must only provide a complete document to be signed.",True,True,True
11,PSDR - Contracts and Disclosures - Form and Style - Notice and Acknowledgment,"MCR1018

Covered States: CA, GA, HI, MA, MT, NJ, NV, PA, WV

For the products below, Wells Fargo must (1) provide certain state-specific disclosures, notices, and other information in various state-specified format; and (2) obtain a written acknowledgment by the consumer-borrower indicating they received such disclosures or received a copy of the underlying contract.

1. Deposit / Money Movement - ACH;
2. Deposit / Money Movement - Cash Management Accounts;
3. Deposit / Money Movement - Certificates of Deposit;
4. Deposit / Money Movement - Checking Accounts;
5. Deposit / Money Movement - Debit Card - Check and ATM;
6. Deposit / Money Movement - Foreign Exchange;
7. Deposit / Money Movement - Merchant Payment Services;
8. Deposit / Money Movement - Monetary Instruments;
9. Deposit / Money Movement - Multi Currency Accounts;
10. Deposit / Money Movement - Online Money Movement;
11. Deposit / Money Movement - Payment Services;
12. Deposit / Money Movement - Prepaid Cards;
13. Deposit / Money Movement - Remittances;
14. Deposit / Money Movement - Retail Broker Dealer - Products;
15. Deposit / Money Movement - Retirement Accounts;
16. Deposit / Money Movement - Savings Accounts;
17. Deposit / Money Movement - Wire Transfer;
18. Lending Product (loans, lines and leases) - Asset Based Loans;
19. Lending Product (loans, lines and leases) - Commercial Credit Cards;
20. Lending Product (loans, lines and leases) - Commercial Real Estate Loans;
21. Lending Product (loans, lines and leases) - Consumer Credit Cards;
22. Lending Product (loans, lines and leases) - Consumer Other Loans/Lines;
23. Lending Product (loans, lines and leases) - Consumer Real Estate;
24. Lending Product (loans, lines and leases) - Non-Consumer Loans/Lines;
25. Lending Product (loans, lines and leases) - Other Commercial/Wholesale Loans & LOC;
26. Lending Product (loans, lines and leases) - Retail Broker Dealer - Products;
27. Lending Product (loans, lines and leases) - Structured Products; and
28. Lending Product (loans, lines and leases) - Trade Finance

Generally Applicable Supporting Citations:

Cal. Civ. Code § 1799.202(a); Cal. Civ. Code § 1799.92; Cal. Code Regs. tit. 10, § 1612(c); Ga. Comp. R. & Regs. 80-11-1-.01(6); Haw. Rev. Stat. § 476-7(c); Mass. Gen. Laws ch. 167E, § 7(d)(3); Mont. Code Ann. § 32-6-104(2); N.J. Admin. Code § 3:1-12.4(a)(5); 12 Pa. Cons. Stat. § 6323(c); W. Va. Code § 46A-4-111


Additional State-Specific Restrictive Requirements:

1. Consumer Lending (excluding loans secured by real property)

(A) Wells Fargo must provide certain written disclosures to the consumer (CA, WV):
(i) and, if the notice is included with the text of the consumer credit contract or with any other document establishing the liability of the consumer, the notice must (a)(i) appear immediately above the space reserved for the consumer’s signature or (a)(ii) above or adjacent to any other  required notices to be placed immediately above the signature space and (b) must be contained in a box formed by a heavy line (CA) Cal. Civ. Code § 1799.92;
(ii) but, if the notice is not included with the text of the consumer credit contract, it must be on a separate sheet which cannot contain any other text except as is necessary to identify the consumer credit contract to which the notice refers and to provide for the date and the consumer’s acknowledgment of receipt (CA) Cal. Civ. Code § 1799.92;
(iii) in the case of nonrevolving consumer loan or consumer credit sales refinanced or consolidated with a new loan under this article after September 1, 2009, at a higher annual percentage rate than the consumer loan or consumer credit sale being refinanced, using specific statutory language (WV) W. Va. Code § 46A-4-111.

(B) Wells Fargo must (a) provide a statement acknowledging receipt of the disclosures (CA, WV) and (b):
(i) the applicant’s initials must be on the written disclosure to acknowledge receipt, and Wells Fargo must retain in the file a copy of the disclosure with the applicant’s initials and date acknowledging receipt (CA) (a) Cal. Code Regs. tit. 10, § 1612(c);
(ii) in the case of non-revolving consumer loan or consumer credit sales refinanced or consolidated with a new loan under this article after September 1, 2009, at a higher annual percentage rate than the consumer loan or consumer credit sale being refinanced that uses the required statutory language (WV) W. Va. Code § 46A-4-111.

(C) Wells Fargo must (a) obtain a written acknowledgment from the consumer that the consumer has received a copy of the contract (CA, HI, PA) and (b):
(i) Wells Fargo must deliver a copy of the contract to the consumer that (a)(1) does not contain any blank spaces to be completed after the consumer signs the contract and (a)(2) contains the signature of a Wells Fargo agent if the contract copy provides for that signature (CA) Cal. Civ. Code § 1799.202(a); and (b) the delivery of the copy of the contract must be made:
1. at the time it is signed by the consumer, if the contract is signed at Wells Fargo’s place of business (CA) Cal. Civ. Code § 1799.202(a); and
2. by mail or other delivery within 10 calendar days after Wells Fargo receives the signed contract, if (i) the contract is not signed at Wells Fargo’s place of business, and (ii) Wells Fargo has not provided a copy of the consumer contract to the consumer and instructed the consumer to keep the copy. (CA) Cal. Civ. Code § 1799.202(a); 
(ii) if the acknowledgment statement is included in the contract, the statement must (1) appear on the same page of the contract and (2) include the words “CREDIT SALE CONTRACT” above the notice above the buyer’s signature (HI) Haw. Rev. Stat. § 476-7(c);
(iii) if the acknowledgment is contained in the agreement, as opposed to a separate document, it must appear directly above the space reserved for the buyer's signature and specify the buyer has received a copy of the agreement (PA) 12 Pa. Cons. Stat. § 6323(c).

2. Home Mortgage Lending and Other Real Estate Transactions

(A) Wells Fargo must obtain a written statement signed by the borrower acknowledging receipt of the disclosure of all contractual contingencies which could force a sale of the mortgaged real estate (MA) Mass. Gen. Laws ch. 167E, § 7(d)(3).

(B) Wells Fargo must provide certain disclosures to the borrower and those disclosures must be (1) acknowledged by the applicant in writing, (2) Wells Fargo is required to maintain a copy of the applicant’s written acknowledgement, (3) provide a copy of the applicant’s written acknowledgement to the applicant (GA) Ga. Comp. R. & Regs. 80-11-1-.01(6), and (4):
(i) in the case of mail applications, must include a request that a signed acknowledgment form be returned to Wells Fargo in the mail application package (GA) Ga. Comp. R. & Regs. 80-11-1-.01(6);
(ii) in the case of applications taken by telephone, the written acknowledgement must be mailed or delivered  to the applicant with a request that a signed acknowledgment form be returned to Wells Fargo, but no copy of the request is required to be maintained by Wells Fargo (GA) Ga. Comp. R. & Regs. 80-11-1-.01(6).

(C) Wells Fargo must (1) provide a statement of disclosure to the borrower and the investor before the date the loan is consummated that indicates if a control person, manager or employee of Wells Fargo, or a relative of a control person, manager or employee of Wells Fargo (a) has any personal involvement in a lending or borrowing transaction of the mortgage broker which is authorized under chapter 645B of NRS; or (b) is licensed as, conducts business as or holds a controlling interest or position in: (i) construction control; (ii) an escrow agency or escrow agent; or (iii) a title agent, a title insurer or an escrow officer of a title agent or title insurer, and (2) the statement of disclosure must be signed by the borrower and the investor as an acknowledgment of the involvement (NV) Nev. Admin. Code § 645B.210(1).

3. Joint/Multiple Party Account Contracts

(A) Wells Fargo must include an acknowledgment in all multiple party account contracts, signed by all the parties, affirming that all the parties have read the contract (NJ) N.J. Admin. Code § 3:1-12.4(a)(5).

4. Wire Transfers

(A) Prior to authorizing a customer to make electronic fund transfers, Wells Fargo must set forth certain disclosures to the customer and (i) the customer must sign a statement acknowledging acceptance of the terms and conditions laid out in the disclosures (ii) give the statement to Wells Fargo (MT) Mont. Code Ann. § 32-6-104(2); and
(B) (i) Wells Fargo must provide the customer a copy of the statement, countersigned by an officer of Wells Fargo, (ii) the statement must specifically acknowledge the liability of various parties for unauthorized wire transfers, and (iii)  the acknowledgement must be verified by the consumer by signing his/her/their initials immediately adjacent to the information provided (MT) Mont. Code Ann. § 32-6-104(2).

","for the products below, wells fargo must (1) provide certain state-specific disclosures, notices, and other information in various state-specified format; and (2) obtain a written acknowledgment by the consumer-borrower indicating they received such disclosures or received a copy of the underlying contract.",True,True,True
12,PSDR - Contracts and Disclosures - Form and Style - Paper Size - 8-1/2 x 11 or 8-1/2 x 14 Permitted,"Cluster: PSDR - Contracts and Disclosures - Form and Style - Paper Size - 8-1/2 x 11 or 8-1/2 x 14 Permitted

MCR0001019

Covered States: TX

The products and services listed below use non-standard contracts. A non-standard contract is a contract that does not use the model contract provisions. When submitting non-standard contracts, Wells Fargo must: (1) submit a certification of readability; (2) comply with filling requirements; and (3) designate a contact person for each filling submitted. The certification must state that the contract is written in plain language and is in an easily readable font and type size. In addition, it must include a list of typefaces and font sizes used in the contract, and the Flesch-Kincaid Grade Level score of the contract. Wells Fargo must also submit a text-searchable PDF format, and Microsoft word format copy of the contract. For the PDF copy, the page size must be 8.5 inches by 11 inches or 8.5 inches by 14 inches. Wells Fargo must not use any other formats. If anyone other than Wells Fargo submits the contract, the contract must be submitted with a dated letter containing a description of the anticipated users of the contracts, and the designated contact person.

1. Advisory, investment, brokerage, asset management
2. Deposit / Money Movement - ACH
3. Deposit / Money Movement - Cash Management Accounts
4. Deposit / Money Movement - Certificates of Deposit
5. Deposit / Money Movement - Checking Accounts
6. Deposit / Money Movement - Debit Card - Check and ATM
7. Deposit / Money Movement - Foreign Exchange
8. Deposit / Money Movement - Merchant Payment Services
9. Deposit / Money Movement - Monetary Instruments
10. Deposit / Money Movement - Multi Currency Accounts
11. Deposit / Money Movement - Online Money Movement
12. Deposit / Money Movement - Payment Services
13. Deposit / Money Movement - Prepaid Cards
14. Deposit / Money Movement - Remittances
15. Deposit / Money Movement - Retail Broker Dealer  -  Products
16. Deposit / Money Movement - Retirement Accounts
17. Deposit / Money Movement - Savings Accounts
18. Deposit / Money Movement - Wire Transfer
19. Insurance products
20. Lending Product (loans, lines and leases) - Asset Based Loans
21. Lending Product (loans, lines and leases) - Commercial Credit Cards
22. Lending Product (loans, lines and leases) - Commercial Real Estate Loans
23. Lending Product (loans, lines and leases) - Consumer Credit Cards
24. Lending Product (loans, lines and leases) - Consumer Other Loans/Lines
25. Lending Product (loans, lines and leases) - Consumer Real Estate
26. Lending Product (loans, lines and leases) - Non-Consumer Loans/Lines
27. Lending Product (loans, lines and leases) - Other Commercial/Wholesale Loans & LOC
28. Lending Product (loans, lines and leases) - Retail Broker Dealer - Products
29. Lending Product (loans, lines and leases) - Structured Products
30. Lending Product (loans, lines and leases) - Trade Finance
31. Other Services - Retail Broker Dealer  -  Services, Tools, & Apps
32. Other Services - Securitizations
33. Other Services - Services, Tools, & Apps - Customer Education & Tools
34. Other Services - Special Services - Cash Services
35. Other Services - Special Services - Safekeeping Services

Generally Applicable Supporting Citations: Texas Finance Code, §341.502(c)
","the products and services listed below use non-standard contracts. a non-standard contract is a contract that does not use the model contract provisions. when submitting non-standard contracts, wells fargo must: (1) submit a certification of readability; (2) comply with filling requirements; and (3) designate a contact person for each filling submitted. the certification must state that the contract is written in plain language and is in an easily readable font and type size. in addition, it must include a list of typefaces and font sizes used in the contract, and the flesch-kincaid grade level score of the contract. wells fargo must also submit a text-searchable pdf format, and microsoft word format copy of the contract. for the pdf copy, the page size must be 8.5 inches by 11 inches or 8.5 inches by 14 inches. wells fargo must not use any other formats. if anyone other than wells fargo submits the contract, the contract must be submitted with a dated letter containing a description of the anticipated users of the contracts, and the designated contact person.",True,True,True
13,PSDR - Contracts and Disclosures - Form and Style - Paper Size - 8-1/2 x 11 Paper Required,"Covered States: TX, WI

Wells Fargo must use 8-1/2 x 11 paper for the certain contracts and disclosures. 

   1.  Lending Product (loans, lines and leases) - Consumer Other Loans/Lines; and
   2.   Lending Product (loans, lines and leases) - Consumer Real Estate

Generally Applicable Supporting Citations: 

7 Tex. Admin Code § 84.204; Wis. Admin. Code DFI-Bkg § 44.01; Wis. Admin. Code DFI-Bkg § 44.02 

Additional State-Specific Restrictive Requirements:

     1.   Lending Product (loans, lines and leases) - Consumer Other Loans/Lines

            (a)    Wells Fargo must fit the disclosure of equity standard form on 1 standard-size, 
                     8-1/2 x 11, sheet of paper. (TX) 7 Tex. Admin. Code § 84.204

            (b)    For consumer disclosure statements, Wells Fargo must use white 8-1/2 x 11 paper 
                    and Times New Roman font, size 12 or greater. (WI) Wis. Admin. Code DFI-Bkg § 44.02

     2.    Lending Product (loans, lines and leases) - Consumer Real Estate

            (a)  For mortgage broker agreements, Wells Fargo must use white 8-1/2 x 11 paper 
                  and Times New Roman font, size 12 or greater. (WI) Wis. Admin. Code DFI-Bkg § 44.01
",wells fargo must use 8-1/2 x 11 paper for the certain contracts and disclosures. ,True,True,True
14,PSDR - Contracts and Disclosures - Form and Style - Single Document - Deposit and/or Share Account Designations,"Cluster: PSDR - Contracts and Disclosures - Form and Style - Single Document - Deposit and/or Share Account Designations
Covered States: NC

When establishing a deposit account payable on death to a beneficiary, including the account types listed below, the account holder must sign a separate statement. Within this statement, the account holder must acknowledge that the account holder can withdraw money from the deposit account during his or her life, the account holder can change the beneficiary for the account at any time, when the account holder dies, any money remaining in the account will be given to the beneficiary, and the money in the account money will not be given to the account holder’s heirs or controlled by the account holder’s will.

1. Deposit / Money Movement - Cash Management Accounts
2. Deposit / Money Movement - Checking Accounts
3. Deposit / Money Movement - Multi Currency Accounts
4. Deposit / Money Movement - Retirement Accounts; and
 5. Deposit / Money Movement - Savings Accounts

Generally Applicable Supporting Citation:
N.C. Gen. Stat. § 53C-6-7(a)(8)
","when establishing a deposit account payable on death to a beneficiary, including the account types listed below, the account holder must sign a separate statement. within this statement, the account holder must acknowledge that the account holder can withdraw money from the deposit account during his or her life, the account holder can change the beneficiary for the account at any time, when the account holder dies, any money remaining in the account will be given to the beneficiary, and the money in the account money will not be given to the account holder’s heirs or controlled by the account holder’s will.",True,True,True
15,PSDR - Contracts and Disclosures - Form and Style - Single Document - Tying Arrangements,"Cluster: PSDR - Contracts and Disclosures - Form and Style - Single Document - Tying Arrangements

MCR 1023

Covered states: VA

When offering the below products and services, before executing an agreement for those products and services, Wells Fargo must provide a document clearly and conspicuously explaining that the consumer is not required to use services from Wells Fargo bank or its subsidiaries, affiliates, or other service entities. When referring a consumer to the products or services listed below, Wells Fargo must provide a document clearly and conspicuously explaining that the consumer is not required to use the products or services listed below. 

1. Deposit / Money Movement - Retail Broker Dealer  -  Products
2. Lending Product (loans, lines and leases) - Retail Broker Dealer - Products
3. Other Services - Retail Broker Dealer  -  Services, Tools, & Apps
Generally Applicable Supporting Citations:

Va. Code Ann. § 6.2-888(C)(2) and (3) 
","when offering the below products and services, before executing an agreement for those products and services, wells fargo must provide a document clearly and conspicuously explaining that the consumer is not required to use services from wells fargo bank or its subsidiaries, affiliates, or other service entities. when referring a consumer to the products or services listed below, wells fargo must provide a document clearly and conspicuously explaining that the consumer is not required to use the products or services listed below. ",True,True,True
16,"PSDR - Contracts and Disclosures - Form and Style - Typesize, Font and Color - 12-point Typesize","Covered States: CA, TN, VA

Wells Fargo must use 12-point type for certain borrowers’ disclosures. 

1. Lending Product (loans, lines and leases) - Consumer Other Loans/Lines; and

2. Lending Product (loans, lines and leases) - Consumer Real Estate

Generally Applicable Supporting Citations: 

Cal. Fin. Code § 22370; Tenn. Code Ann. § 45-20-103; 10 Va. Admin. Code § 5-60-30

Additional State-Specific Restrictive Requirements:

1. Lending Product (loans, lines and leases) - Consumer Other Loans/Lines

(a) At the time of application, Wells Fargo must provide the certain information on the interest of the loan, in writing with no smaller than 12-point font. (CA) Ca. Fin. Code § 22370

(i) If the disclosures are provided in a mobile or electronic application, Wells Fargo must either give the borrower the option to print the disclosure in 12-point font, or provide a hardcopy in 12-point font. (CA) Ca. Fin. Code § 22370

(b)  When giving a borrower the option of making payments on a consumer finance 
loan through payroll deductions, Wells Fargo must give the borrower a Payroll 
Deduction Disclosure Form. The form must be a separate, single document with 
at least 12-point font.  (VA) 10 Va. Admin. Code § 5-60-30

2. Lending Product (loans, lines and leases) - Consumer Real Estate

(a)  For a high-cost home loan, Wells Fargo must provide certain disclosures to 
borrower in at least 12 points bold type. (TN) Tenn. Code Ann. § 
45-20-103

",wells fargo must use 12-point type for certain borrowers’ disclosures. ,True,True,True
17,"PSDR - Contracts and Disclosures - Form and Style - Typesize, Font and Color - 14-point Typesize","Covered states: CA, MN, PR, SC

Wells Fargo must use 14-point font when issuing certain contracts or notices to consumers relating to: 

1. Lending Product (loans, lines and leases) - Consumer Real Estate
2. Lending Product (loans, lines and leases) - Commercial Real Estate Loans
3. Asset Based Loans
4. Advisory, investment, brokerage, asset management
5. Lending Product (loans, lines and leases) - Retail Broker Dealer - Products

Generally Applicable Supporting Citations:

Cal. Bus. & Prof. Code § 10147.6(a); Minn. Stat. § 580.042(2); S.C. Code Ann. § 37-3-413(6)(a); PR Reglamento 8017, Art. 4.8(d)(1).

State-Specific Restrictive Requirements:

1. Lending Product (loans, lines and leases) - Consumer Real Estate

(a) In CA, Wells Fargo must, when offering or negotiating a mortgage loan modification or mortgage loan forbearance, provide to the borrower, in no less than 14-point boldface type, a statutorily prescribed statement which notifies the borrower that brokerage services are not required and that other forms of assistance may exist. Cal. Bus. & Prof. Code § 10147.6(a).

2. Lending Product (loans, lines and leases) - Commercial Real Estate Loans

(a) In MN, Wells Fargo must, when engaged in a foreclosure action of real property with at least one tenant and four or fewer dwelling units, provide a statutorily prescribed notice of foreclosure printed in 14-point boldface type on different colored paper. The notice must be on its own page, and the title of the notice must be in 20-point boldface type. Minn. Stat. § 580.042(2).

3. Asset Based Loans

(a) In SC, when entering a short-term vehicle-secured loan agreement, Wells Fargo must provide a statutorily prescribed notice, placed conspicuously above the borrower's signature and in at least 14-point type, that notifies the borrower that the loan is a higher-interest loan, that a lower interest rate may be available, and that the borrower is placing his or her vehicle at risk should they default. S.C. Code Ann. § 37-3-413(6)(a).

4. Advisory, investment, brokerage, asset management & Lending Product (loans, lines and leases) - Retail Broker Dealer - Products

(a) In PR, when entering into a service contract as a mortgage loan broker, Wells Fargo must provide the name, address, telephone number, and license number of the person who will provide the service, written at the top center of the first page of the contract in capital letters and in no smaller than 14-point boldface type. PR Reglamento 8017, Art. 4.8(d)(1).
",wells fargo must use 14-point font when issuing certain contracts or notices to consumers relating to: ,True,True,True
18,"PSDR - Contracts and Disclosures - Form and Style - Typesize, Font and Color - 18-point Typesize","MCR1026

Covered State: MI

When providing written notice in connection with any of the products below, (1) the body text must be printed in font size 18 or larger, and cannot be bolded or italicized, and (2) the heading must be printed in font size 48 or larger and be fully capitalized and bolded.

1. Lending Product (loans, lines and leases) - Asset Based Loans;
2. Lending Product (loans, lines and leases) - Commercial Credit Cards;
3. Lending Product (loans, lines and leases) - Commercial Real Estate Loans;
4. Lending Product (loans, lines and leases) - Consumer Credit Cards;
5. Lending Product (loans, lines and leases) - Consumer Other Loans/Lines;
6. Lending Product (loans, lines and leases) - Consumer Real Estate;
7. Lending Product (loans, lines and leases) - Non-Consumer Loans/Lines;
8. Lending Product (loans, lines and leases) - Other Commercial/Wholesale Loans & LOC;
9. Lending Product (loans, lines and leases) - Retail Broker Dealer - Products;
10. Lending Product (loans, lines and leases) - Structured Products; and
11. Lending Product (loans, lines and leases) - Trade Finance

Generally Applicable Supporting Citation: 

Mich. Admin. Code r. 445.1005
","when providing written notice in connection with any of the products below, (1) the body text must be printed in font size 18 or larger, and cannot be bolded or italicized, and (2) the heading must be printed in font size 48 or larger and be fully capitalized and bolded.",True,True,True
19,"PSDR - Contracts and Disclosures - Form and Style - Typesize, Font and Color - 8-point Typesize","Cluster: PSDR - Contracts and Disclosures - Form and Style - Type size, Font and Color - 8-point Type size

MCR 39

Covered States: CA, NY, PR

When engaged in the sale, lease, or other offering of the below consumer products and services, Wells Fargo must use at least 8-point type size font in all of its contracts, forms and disclosures.

1. Advisory, investment, brokerage, asset management;
2. Deposit / Money Movement - ACH;
3. Deposit / Money Movement - Cash Management Accounts;
4. Deposit / Money Movement - Certificates of Deposit;
5. Deposit / Money Movement - Checking Accounts;
6. Deposit / Money Movement - Debit Card - Check and ATM;
7. Deposit / Money Movement - Foreign Exchange;
8. Deposit / Money Movement - Monetary Instruments;
9. Deposit / Money Movement - Multi Currency Accounts;
10. Deposit / Money Movement - Online Money Movement;
11. Deposit / Money Movement - Payment Services;
12. Deposit / Money Movement - Prepaid Cards;
13. Deposit / Money Movement - Remittances;
14. Deposit / Money Movement - Retail Broker Dealer  -  Products;
15. Deposit / Money Movement - Retirement Accounts;
16. Deposit / Money Movement - Savings Accounts;
17. Deposit / Money Movement - Wire Transfer;
18. Insurance products;
19.Lending Product (loans, lines and leases) - Asset Based Loans;
20. Lending Product (loans, lines and leases) - Commercial Credit Cards;
21. Lending Product (loans, lines and leases) - Commercial Real Estate Loans;
22. Lending Product (loans, lines and leases) - Consumer Credit Cards;
23. Lending Product (loans, lines and leases) - Consumer Other Loans/Lines;
24. Lending Product (loans, lines and leases) - Consumer Real Estate;
25. Lending Product (loans, lines and leases) - Retail Broker Dealer - Products;
26. Other Services - Retail Broker Dealer  -  Services, Tools, & Apps;
27. Other Services - Services, Tools, & Apps - Customer Education & Tools;
28. Other Services - Special Services - Cash Services; and
29. Other Services - Special Services - Safekeeping Services.

Generally Applicable Supporting Citations:

Cal. Civ. Code § 2953.3(c); Cal. Code Regs. tit. 10, § 1433(b); N.Y. Banking Law § 338(1); PR Reglamento 6070, Part II Sec. 2; PR Reglamento 8017, Art. 4.8(a)
","when engaged in the sale, lease, or other offering of the below consumer products and services, wells fargo must use at least 8-point type size font in all of its contracts, forms and disclosures.",True,True,True
