timestamp,cid,activate/deactivate,bid/ask,orderid,price,qty
09:31:09:729,ZAXI_217,deactivate,bid,YHEITPRTSH,None,None
09:31:09:957,VCIO_035,activate,ask,OGWBDXUTVK,13508,300
09:31:09:973,FFLO_530,activate,bid,BNRCZFMVTU,13295,96
09:31:10:153,FFLO_530,deactivate,bid,CPMWHUSAPF,None,None
09:31:10:811,YFOU_374,activate,ask,FNOMDZIFVE,13508,270
09:31:11:361,YFOU_374,deactivate,bid,CFUJRZXZAB,None,None
09:31:11:739,YFOU_374,deactivate,ask,PQZYDAZJWU,None,None
09:31:12:141,BFDD_288,activate,ask,WPNEJPPWTR,13523,90
09:31:12:224,WXCX_121,activate,bid,MNDLSCIFFV,13207,72
09:31:12:336,WQMD_156,activate,ask,TWLXZRDISU,13510,14
09:31:12:396,CLPE_513,activate,bid,KOOKGRTGAU,13498,224
09:31:13:070,ZBVS_913,activate,ask,XXZDCWHAZL,13516,72
09:31:13:768,YFOU_374,activate,ask,ZASYOATDEQ,13524,70
09:31:14:020,LMCM_188,activate,bid,IFFJJQZVZG,13501,60
09:31:14:580,MCWL_141,activate,ask,CRFJNNTICC,13540,60
09:31:15:090,TTGN_389,activate,bid,XKWOTAFEUY,13494,32
09:31:15:729,DAAN_057,activate,bid,UZPZLMWWRK,13486,132
09:31:15:844,WTJS_734,activate,bid,TZFEAAPVLH,13498,400
09:31:15:929,BDUV_963,activate,ask,PGYSMYSOUU,13782,80
09:31:16:375,GHHY_942,activate,bid,ZUNXNUBLNE,13486,48
09:31:16:949,GMCR_054,activate,ask,NOZAXSSGOX,13509,54
09:31:17:497,HPOX_202,activate,ask,ZJKIUJYZAS,13540,192
09:31:17:560,SIYH_686,activate,bid,VSRYVTOSXT,13485,72
09:31:17:669,GHHY_942,activate,bid,CZJVKUEGAH,13469,144
09:31:17:727,GHHY_942,deactivate,ask,IAAZXHQAXO,None,None
09:31:18:310,EAVH_368,activate,ask,ZYBFTFEIWT,13504,56
09:31:18:567,ZTBU_684,activate,ask,YYUEMBCDDL,13540,96
09:31:19:219,ZBVS_913,activate,bid,YJQGDWDRBP,13485,240
09:31:19:546,ZBVS_913,deactivate,bid,VRXCODYHHU,None,None
09:31:19:746,SUEP_957,activate,bid,NZHWVKWYMO,13332,96
09:31:20:107,LQLX_167,activate,bid,GHZJXHRPPF,13354,72
09:31:20:242,DAAN_057,activate,ask,CSWRIXUJPE,13507,160
09:31:20:350,GUDK_472,activate,bid,JEQKFRQTFQ,13234,16
09:31:20:898,WQMD_156,activate,ask,HRYKKKONWJ,13615,315
09:31:21:054,RJHA_711,activate,ask,JQVSXCBNSX,13539,270
09:31:21:181,FFLO_530,activate,bid,WOSYKXPODU,13474,84
09:31:21:493,LMCM_188,activate,ask,QPJCREFWSD,13626,162
09:31:22:084,LAQV_775,activate,ask,IBQXIHANNW,13593,108
09:31:22:240,GMCR_054,activate,ask,NWWKBXAKXH,13592,12
09:31:22:444,MDWV_305,activate,ask,AVYWHHPFQV,13685,384
09:31:23:117,RPVI_427,activate,bid,IVHEPFNYKR,13455,324
09:31:23:747,JHNQ_723,activate,ask,HCHJSDHBLH,13504,140
09:31:24:096,YXZW_561,activate,bid,JMMEBXMWMB,13501,30
09:31:24:437,NFCJ_991,activate,bid,JIDIMISGYR,13455,72
09:31:25:076,ZEWX_502,activate,bid,DBJVCGXEUA,13415,360
09:31:25:692,VSND_685,activate,ask,YHITDHOCNM,13542,180
09:31:25:941,PLFG_686,activate,bid,HRGDOWDRIY,13501,96
09:31:26:632,AHPS_810,activate,ask,QAPBKQPZJS,13555,108
09:31:27:236,AHPS_810,deactivate,bid,GPPMLURTEM,None,None
09:31:27:890,RJHA_711,activate,bid,YMHSRYRDKA,13489,90
09:31:28:583,YIZD_457,activate,bid,JMFYTZJNXX,13459,96
09:31:28:875,USBV_898,activate,ask,RHJZVSPXAP,13540,30
09:31:29:350,BMDN_002,activate,bid,EBFTJVMZJY,13490,336
09:31:30:008,WXPU_028,activate,bid,PDVDFLRHTN,13214,40
09:31:30:640,RSMB_782,activate,bid,RRVDAVDGVS,13388,120
09:31:31:273,ZVJA_679,activate,ask,HEDOOQKVDT,13504,288
09:31:31:548,WXCX_121,activate,ask,FFXXYBZPLD,13616,90
09:31:31:868,WXCX_121,deactivate,ask,ZASYOATDEQ,None,None
09:31:32:207,JHTZ_953,activate,ask,GMVUXESJIT,13958,924
09:31:32:697,YLKV_982,activate,ask,MHJSTXNXFD,13727,360
09:31:33:356,NFCJ_991,activate,bid,FFWNFESUXG,13494,64
09:31:33:598,LWCA_600,activate,bid,UNGMPZULXO,13476,168
09:31:33:915,TKNN_074,activate,bid,XWCMUFVZSP,13501,32
09:31:34:467,NFCJ_991,activate,ask,XRIAVKEUUA,13548,240
09:31:35:152,YLKV_982,activate,bid,WTJPLPMHSU,13328,162
09:31:35:603,GUDK_472,activate,ask,TVCTJQJQJK,13519,378
09:31:35:989,ILQT_147,activate,bid,ZOBLQRCUBC,12974,60
09:31:36:562,EAVH_368,activate,bid,FOGOVWAAOW,13504,576
09:31:36:762,ONGP_558,activate,bid,ELXHXYFKSD,13424,180
09:31:37:259,GZTK_332,activate,ask,LCQPEAEEXM,13543,60
09:31:37:634,GZTK_332,activate,ask,LXTSUMRRIW,13547,60
09:31:37:640,YCMY_801,activate,bid,FLOBIBKLLK,13281,120
09:31:37:809,GZTK_332,activate,bid,JUWDBIHZIJ,12717,240
09:31:38:508,SYIY_540,activate,ask,GDPBKLTNOO,13630,192
09:31:38:925,JHTZ_953,activate,ask,YPXMXVTIIE,13542,144
09:31:39:156,TFST_877,activate,bid,FPCSIQGPBC,13502,72
09:31:39:614,USBV_898,activate,ask,EOSCBTZSXP,13544,56
09:31:39:845,VDYK_729,activate,ask,UJMACOCRGK,13579,60
09:31:40:492,MCWL_141,activate,ask,TMDHTCQAHZ,13629,192
09:31:41:010,MCWL_141,deactivate,ask,QMXJREBEBH,None,None
09:31:41:495,WNPO_051,activate,ask,KMJGLPVLCN,13506,320
09:31:41:583,WNPO_051,deactivate,ask,SHEZKSQICJ,None,None
09:31:41:913,TFST_877,activate,bid,MRWMPYOPJF,13378,96
09:31:42:040,PMWA_283,activate,ask,NAYREOZKUB,13597,600
09:31:42:690,YLKV_982,activate,bid,UUHXTXJNVF,13498,96
09:31:42:932,GHXZ_344,activate,ask,WSIRXGLWLL,13677,224
09:31:43:507,ZBVS_913,activate,bid,EXJHWZPCJL,13201,12
09:31:44:008,ZBVS_913,deactivate,bid,SIRAWVPCOU,None,None
09:31:44:375,NKSJ_645,activate,bid,ALYJDDPQPB,13423,90
09:31:44:584,ZBVS_913,activate,ask,JKRVYLCNYQ,13505,270
09:31:44:612,ZBVS_913,deactivate,ask,CEQYNHXHOO,None,None
09:31:45:268,WTJS_734,activate,ask,LZVAADKNXA,13581,176
09:31:45:630,WTJS_734,deactivate,bid,ALYJDDPQPB,None,None
09:31:46:281,LFDQ_061,activate,bid,QSYRWQUUSY,13357,72
09:31:46:638,LFDQ_061,deactivate,ask,ACKTATKLVQ,None,None
09:31:46:709,CLPE_513,activate,ask,BYRGQSTCQD,13510,240
09:31:46:788,AIWX_780,activate,bid,XYWEIRIDRG,13200,80
09:31:47:389,AIWX_780,deactivate,bid,DZDCMUBAUO,None,None
09:31:47:761,VXLP_960,activate,bid,ALQYULDJRP,13201,216
09:31:48:007,XEDQ_246,activate,ask,SKSPYFSYEK,13613,192
09:31:48:396,GZTK_332,activate,bid,OFXNJGSSFX,13460,336
09:31:49:006,XEDQ_246,activate,ask,JSUZWDNTNU,13508,80
09:31:49:231,SIYH_686,activate,bid,DLPIFCSNIS,13314,120
09:31:49:802,NCDC_493,activate,bid,NBSAQUEERU,13486,10
09:31:50:315,TOEY_561,activate,bid,RFAMMFVNWA,13454,288
09:31:50:801,YIZD_457,activate,bid,UBOYZVMAIB,13479,96
09:31:51:192,LVBW_250,activate,bid,GTJADCWVQT,13501,200
09:31:51:806,AGKW_757,activate,bid,YMOIHBAAEV,13492,432
09:31:51:854,LVBW_250,activate,bid,DOUZWSKKUX,13503,180
09:31:52:260,LVBW_250,deactivate,bid,TIYEJMPDFU,None,None
09:31:52:324,AIWX_780,activate,bid,UOPUGWUFYE,13177,240
09:31:52:907,LZHC_008,activate,ask,CDJOPFFDGV,13506,144
09:31:53:220,DOTZ_154,activate,ask,RRNHQJBQYJ,13561,60
09:31:53:274,MDWV_305,activate,ask,DWQLGKBWXV,13522,60
09:31:53:447,PCSH_366,activate,ask,NYYEZRBNAX,13578,84
09:31:53:634,GFKB_410,activate,bid,JXPOUXCSWK,13500,40
09:31:54:162,RPVI_427,activate,bid,DSNULZDAXC,13181,90
09:31:54:658,RWFP_299,activate,bid,BYOQSRYNFB,13504,54
09:31:54:978,KDVX_065,activate,ask,UQHCVLCDGX,13548,72
09:31:55:639,TTGN_389,activate,bid,BXBWIRTNCA,13493,120
09:31:55:852,RJHA_711,activate,ask,GMDRDGKGXV,13600,96
09:31:56:131,KJDQ_398,activate,bid,AQQITMHJWY,13075,8
09:31:56:428,KJDQ_398,deactivate,bid,DXEUQMSPRT,None,None
09:31:56:969,PLFG_686,activate,ask,DRBWFVNQTY,13580,160
09:31:57:465,JHNQ_723,activate,bid,AETULWGDAP,13402,80
09:31:58:134,JHNQ_723,deactivate,ask,TQHHDGDWTO,None,None
09:31:58:420,LZHC_008,activate,bid,PWXQSGFNQH,13484,216
09:31:58:753,PMWA_283,activate,ask,ZGCPRYLNQS,13575,48
09:31:59:016,TSDU_755,activate,bid,TGKVZYFRDH,13302,144
09:31:59:622,ZTBU_684,activate,ask,AQCSJVSPWP,13809,140
09:32:00:233,ZAXI_217,activate,ask,VFICRBBKTX,13543,504
09:32:00:704,LAQV_775,activate,ask,HUHMIBPKOT,13506,54
09:32:01:328,GYWV_414,activate,ask,NLBCKBCUFR,13685,140
09:32:01:786,ZTBU_684,activate,bid,SUWCARQLAN,13450,288
09:32:02:454,YXZW_561,activate,bid,YUWWCTHXNO,13488,216
09:32:03:038,BFDD_288,activate,bid,PAYYQFNNOI,13496,200
09:32:03:361,FFLO_530,activate,bid,NPGWQLADZB,13347,36
09:32:03:978,PUUJ_280,activate,bid,ZXGDBOKGHB,13439,126
09:32:04:206,PUUJ_280,deactivate,bid,RRVDAVDGVS,None,None
09:32:04:370,SGQU_037,activate,bid,KSJGWPAWTD,13483,96
09:32:04:803,JHNQ_723,activate,ask,PKECNDPTPU,13546,56
09:32:05:474,TCUR_853,activate,bid,SOSASAKGMC,13502,216
09:32:05:999,LAQV_775,activate,bid,YRIHYOLWLM,12788,84
09:32:06:691,FJGE_609,activate,bid,TPOBAXHSDI,13478,128
09:32:07:246,BDUV_963,activate,bid,FZZSPPIWEC,13495,160
09:32:07:408,FJGE_609,activate,bid,CTOEUPNZZU,13504,144
09:32:07:552,FJGE_609,deactivate,ask,VUUVKCFZIL,None,None
09:32:08:175,YKYS_500,activate,ask,UEYNFUFRBT,14012,36
09:32:08:410,BMDN_002,activate,ask,ZDBTKQPKBF,13521,24
09:32:08:812,TSAO_461,activate,ask,QCDXQYSPWF,13513,112
09:32:09:281,TSAO_461,activate,bid,CXFOHFBLYR,13401,405
09:32:09:744,VXLP_960,activate,ask,HKCNBDPHEI,13536,18
09:32:10:290,ZBVS_913,activate,ask,CZONNOCPMG,13527,168
09:32:10:822,LFDQ_061,activate,ask,ITNUFVRZQA,13544,392
09:32:11:187,ROEX_888,activate,bid,PQFTAZGAGF,13012,30
09:32:11:743,LQLX_167,activate,bid,NLNXCWMURP,13504,28
09:32:12:004,LQLX_167,deactivate,ask,IBQXIHANNW,None,None
09:32:12:680,RWFP_299,activate,bid,ELVVOCVODL,13454,216
09:32:13:126,WTJS_734,activate,bid,SJGPXVTPMV,13471,400
09:32:13:266,LZHC_008,activate,bid,KEJJFLUIVV,13002,300
09:32:13:727,LZHC_008,activate,ask,XRMSUJTEFK,13520,48
09:32:14:091,ESUD_912,activate,ask,BECJCBNCVF,13510,72
09:32:14:243,ZEWX_502,activate,ask,VFOBMMHKAX,13509,48
09:32:14:288,GYWV_414,activate,bid,CKLUWWTMLN,13494,60
09:32:14:694,ZVJA_679,activate,bid,EXJWDJICIX,13330,24
