State Name,City Name
CALIFORNIA,CORONADO
CALIFORNIA,CORTE MADERA
CALIFORNIA,COSO JUNCTION
CALIFORNIA,COSTA MESA
CALIFORNIA,COTATI
CALIFORNIA,COVINA
CALIFORNIA,CRESCENT CITY
CALIFORNIA,CRESENT NORTH
CALIFORNIA,CRESTLINE
CALIFORNIA,CROCKETT
CALIFORNIA,CROWS LANDING
CALIFORNIA,CUDAHY
CALIFORNIA,CULVER CITY
CALIFORNIA,CUPERTINO
CALIFORNIA,CUTLER
CALIFORNIA,CYPRESS
CALIFORNIA,DAGGETT
CALIFORNIA,DALY CITY
CALIFORNIA,DANA POINT
CALIFORNIA,DANVILLE
CALIFORNIA,DARWIN
CALIFORNIA,DAVENPORT
CALIFORNIA,DAVIS
CALIFORNIA,DEATH VALLEY NATIONAL PARK
CALIFORNIA,DEL AIRE
CALIFORNIA,DELANO
CALIFORNIA,DELHI
CALIFORNIA,DEL MAR
CALIFORNIA,DENAIR
CALIFORNIA,DESERT HOT SPRINGS
CALIFORNIA,DIAMOND BAR
CALIFORNIA,DINUBA
CALIFORNIA,DIXON
CALIFORNIA,DOS PALOS
CALIFORNIA,DOWNEY
CALIFORNIA,DUARTE
CALIFORNIA,DUBLIN
CALIFORNIA,DUNNIGAN
CALIFORNIA,DUNSMUIR
CALIFORNIA,EARLIMART
CALIFORNIA,EAST LOS ANGELES
CALIFORNIA,EAST PALO ALTO
CALIFORNIA,EAST PORTERVILLE
CALIFORNIA,EDGEMONT
CALIFORNIA,EDISON
CALIFORNIA,EDWARDS AFB
CALIFORNIA,EDWARDS AFB
CALIFORNIA,EDWARDS AFB
CALIFORNIA,EL CAJON
CALIFORNIA,EL CENTRO
CALIFORNIA,EL CERRITO
CALIFORNIA,EL DORADO HILLS
CALIFORNIA,EL GRANADA
CALIFORNIA,ELK GROVE
CALIFORNIA,ELLWOOD
CALIFORNIA,El Mirage
CALIFORNIA,EL MONTE
CALIFORNIA,EL RIO
CALIFORNIA,EL SEGUNDO
CALIFORNIA,EL SOBRANTE
CALIFORNIA,EL TORO
CALIFORNIA,EMERYVILLE
CALIFORNIA,ENCINITAS
CALIFORNIA,ESCALON
CALIFORNIA,ESCONDIDO
CALIFORNIA,EUREKA
CALIFORNIA,EXETER
CALIFORNIA,FAIRFAX
CALIFORNIA,FAIRFIELD
CALIFORNIA,FAIR OAKS
CALIFORNIA,FALLBROOK
CALIFORNIA,FARMERSVILLE
CALIFORNIA,FELTON
CALIFORNIA,FILLMORE
CALIFORNIA,FIREBAUGH
CALIFORNIA,FIVE POINTS
CALIFORNIA,FLORIN
CALIFORNIA,FOLSOM
CALIFORNIA,FONTANA
CALIFORNIA,FORD CITY
CALIFORNIA,FORT BRAGG
CALIFORNIA,FORT JONES
CALIFORNIA,FORTUNA
CALIFORNIA,FOSTER CITY
CALIFORNIA,FOUNTAIN SPRINGS
CALIFORNIA,FOUNTAIN VALLEY
CALIFORNIA,FRANKLIN (SACRAMENTO CO)
CALIFORNIA,FREEDOM
CALIFORNIA,FREMONT
CALIFORNIA,FRESNO
CALIFORNIA,FULLERTON
CALIFORNIA,GALT
CALIFORNIA,GARDENA
CALIFORNIA,GARDEN ACRES
CALIFORNIA,GARDEN GROVE
CALIFORNIA,GASQUET
CALIFORNIA,GAVIOTA
CALIFORNIA,GEORGE AFB
CALIFORNIA,GILROY
CALIFORNIA,GLENBROOK (LAKE CO)
CALIFORNIA,GLENDALE
CALIFORNIA,GLENDORA
CALIFORNIA,GLENSHIRE
CALIFORNIA,GOLETA
CALIFORNIA,GONZALES
CALIFORNIA,GOSHEN
CALIFORNIA,GRAEAGLE
CALIFORNIA,GRAND TERRACE
CALIFORNIA,GRASS VALLEY
CALIFORNIA,GREENACRES
CALIFORNIA,GREENFIELD
CALIFORNIA,GRIDLEY
CALIFORNIA,GROVER CITY
CALIFORNIA,GUADALUPE
CALIFORNIA,GUERNEVILLE
CALIFORNIA,GUSTINE
CALIFORNIA,HACIENDA HEIGHTS
CALIFORNIA,HALF MOON BAY
CALIFORNIA,HANFORD
CALIFORNIA,HAWAIIAN GARDENS
CALIFORNIA,HAWTHORNE
CALIFORNIA,HAYWARD
CALIFORNIA,HEALDSBURG
CALIFORNIA,Helendale
CALIFORNIA,HEMET
CALIFORNIA,HERCULES
CALIFORNIA,HERLONG
CALIFORNIA,HERMOSA BEACH
CALIFORNIA,HESPERIA
CALIFORNIA,HIGHLAND
CALIFORNIA,HILLSBOROUGH
CALIFORNIA,Henkley
CALIFORNIA,HOLLISTER
CALIFORNIA,HOLTVILLE
CALIFORNIA,HOME GARDENS
CALIFORNIA,HOMELAND
CALIFORNIA,HUGHSON
CALIFORNIA,HUNTINGTON BEACH
CALIFORNIA,HUNTINGTON PARK
CALIFORNIA,HURON
CALIFORNIA,IMPERIAL
CALIFORNIA,IMPERIAL BEACH
CALIFORNIA,INDEPENDENCE
CALIFORNIA,INDIO
CALIFORNIA,INDUSTRY
CALIFORNIA,INGLEWOOD
CALIFORNIA,INYOKERN
CALIFORNIA,IRVINE
CALIFORNIA,ISLA VISTA
CALIFORNIA,IVANHOE
CALIFORNIA,JACKSON
CALIFORNIA,JALAMA
CALIFORNIA,JERSEYDALE
CALIFORNIA,JOSHUA TREE NATIONAL MONUMENT
CALIFORNIA,JOSHUA TREE NATIONAL MONUMENT
CALIFORNIA,KEELER
CALIFORNIA,KELSEYVILLE
CALIFORNIA,KENSINGTON
CALIFORNIA,KERMAN
CALIFORNIA,KERN WILDLIFE REFUGE
CALIFORNIA,KETTLEMAN CITY
CALIFORNIA,KING CITY
CALIFORNIA,KINGSBURG
CALIFORNIA,KINGS CANYON NAT PARK
CALIFORNIA,KINGS CANYON NAT PARK
CALIFORNIA,LADERA HEIGHTS
CALIFORNIA,LAFAYETTE
CALIFORNIA,LAGUNA BEACH
CALIFORNIA,LAGUNA HILLS
CALIFORNIA,LAGUNA NIGUEL
CALIFORNIA,LA HABRA
CALIFORNIA,LA HABRA HEIGHTS
CALIFORNIA,LA JOLLA
CALIFORNIA,LAKE ARROWHEAD
CALIFORNIA,LAKE ELSINORE
CALIFORNIA,LAKE ISABELLA
CALIFORNIA,LAKEPORT
CALIFORNIA,LAKESIDE
CALIFORNIA,LAKEWOOD
CALIFORNIA,LA MESA
CALIFORNIA,LA MIRADA
CALIFORNIA,LAMONT
CALIFORNIA,LANCASTER
CALIFORNIA,LA PALMA
CALIFORNIA,LA PUENTE
CALIFORNIA,LA QUINTA
CALIFORNIA,LARKSPUR
CALIFORNIA,LASSEN VOLCANIC NATIONAL PARK
CALIFORNIA,LASSEN VOLCANIC NATIONAL PARK
CALIFORNIA,LASSEN VOLCANIC NATIONAL PARK
CALIFORNIA,LASSEN VOLCANIC NATIONAL PARK
CALIFORNIA,LATHROP
CALIFORNIA,LAVA BEDS NATIONAL MONUMENT
CALIFORNIA,LA VERNE
CALIFORNIA,LAWNDALE
CALIFORNIA,LEE VINING
CALIFORNIA,LEMON GROVE
CALIFORNIA,LEMOORE
CALIFORNIA,LENNOX
CALIFORNIA,LENWOOD
CALIFORNIA,LEUCADIA
CALIFORNIA,LINCOLN
CALIFORNIA,LINDA
CALIFORNIA,LINDSAY
CALIFORNIA,Little Norway
CALIFORNIA,LIVE OAK (SANTA CRUZ)
CALIFORNIA,LIVE OAK (SUTTER)
CALIFORNIA,LIVERMORE
CALIFORNIA,LIVINGSTON
CALIFORNIA,LOCKWOOD VALLEY
CALIFORNIA,LODI
CALIFORNIA,LOMA LINDA
CALIFORNIA,LOMITA
CALIFORNIA,LOMPOC
CALIFORNIA,LONE PINE
CALIFORNIA,LONG BEACH
CALIFORNIA,LOS ALAMITOS
CALIFORNIA,LOS ALTOS
CALIFORNIA,LOS ALTOS HILLS
CALIFORNIA,LOS ANGELES
CALIFORNIA,LOS BANOS
CALIFORNIA,LOS GATOS
CALIFORNIA,LOS MOLINOS
CALIFORNIA,LOS PADRES NATIONAL FOREST
CALIFORNIA,LOS PADRES NATIONAL FOREST
CALIFORNIA,LOS PADRES NATIONAL FOREST
CALIFORNIA,LOS PADRES NATIONAL FOREST
CALIFORNIA,LOS PADRES NATIONAL FOREST
CALIFORNIA,LOYALTON
CALIFORNIA,LUCERNE VALLEY
CALIFORNIA,Ludlow
CALIFORNIA,LYNWOOD
CALIFORNIA,MCCLOUD
CALIFORNIA,MC FARLAND
CALIFORNIA,MC KINLEYVILLE
CALIFORNIA,MCKITTRICK
CALIFORNIA,MADERA
CALIFORNIA,MAMMOTH LAKES
CALIFORNIA,MANHATTAN BEACH
CALIFORNIA,MANTECA
CALIFORNIA,MARCH AFB
CALIFORNIA,MARICOPA
CALIFORNIA,MARINA
CALIFORNIA,MARINA DEL REY
CALIFORNIA,MARTINEZ
CALIFORNIA,MAR VISTA
CALIFORNIA,MARYSVILLE
CALIFORNIA,MATHER AFB
CALIFORNIA,MAYWOOD
CALIFORNIA,MEADOW VISTA
CALIFORNIA,MENDOTA
CALIFORNIA,MENLO PARK
CALIFORNIA,MERCED
CALIFORNIA,MILLBRAE
CALIFORNIA,MILL VALLEY
CALIFORNIA,MILPITAS
CALIFORNIA,MINERAL KING
CALIFORNIA,MIRACLE HOT SPRINGS
CALIFORNIA,MIRA LOMA
CALIFORNIA,MISSION HILLS
CALIFORNIA,MISSION VIEJO
CALIFORNIA,MODESTO
CALIFORNIA,MOJAVE
CALIFORNIA,MONO LAKE
CALIFORNIA,MONROVIA
CALIFORNIA,MONTAGUE
CALIFORNIA,MONTCLAIR
CALIFORNIA,MONTEBELLO
CALIFORNIA,MONTEREY
CALIFORNIA,MONTEREY PARK
CALIFORNIA,MONTE SERENO
CALIFORNIA,MOORPARK
CALIFORNIA,MORGAN HILL
CALIFORNIA,MORRO BAY
CALIFORNIA,MOSS LANDING
CALIFORNIA,MOUNTAIN VIEW
CALIFORNIA,MOUNT BALDY
CALIFORNIA,MOUNT BALDY
CALIFORNIA,MOUNT SHASTA
CALIFORNIA,MOUNT WILSON
CALIFORNIA,MUSCOY
CALIFORNIA,NAPA
CALIFORNIA,NATIONAL CITY
CALIFORNIA,NEEDLES
CALIFORNIA,NEVADA CITY
CALIFORNIA,NEWARK
CALIFORNIA,SANTA CLARITA
CALIFORNIA,NEWMAN
CALIFORNIA,NEWPORT BEACH
CALIFORNIA,NILAND
CALIFORNIA,NIPOMO
CALIFORNIA,NORCO
CALIFORNIA,NORTH HIGHLANDS
CALIFORNIA,NORTH RICHMOND
CALIFORNIA,NORWALK
CALIFORNIA,NOVATO
CALIFORNIA,OAKDALE
CALIFORNIA,OAKLAND
CALIFORNIA,OAKLEY
CALIFORNIA,OAK VIEW
CALIFORNIA,OCEANO
CALIFORNIA,OCEANSIDE
CALIFORNIA,OILDALE
CALIFORNIA,OJAI
CALIFORNIA,OLANCHA
CALIFORNIA,OLD RIVER
CALIFORNIA,OLIVEHURST
CALIFORNIA,OLYMPIC VALLEY
CALIFORNIA,ONTARIO
CALIFORNIA,OPAL CLIFFS
CALIFORNIA,ORANGE
CALIFORNIA,ORANGE COVE
CALIFORNIA,ORANGEVALE
CALIFORNIA,ORINDA
CALIFORNIA,ORLAND
CALIFORNIA,OROSI
CALIFORNIA,OROVILLE
CALIFORNIA,OTAY MESA
CALIFORNIA,OXNARD
CALIFORNIA,PACIFICA
CALIFORNIA,PACIFIC GROVE
CALIFORNIA,PALERMO
CALIFORNIA,PALMDALE
CALIFORNIA,PALM DESERT
CALIFORNIA,PALM SPRINGS
CALIFORNIA,PALO ALTO
CALIFORNIA,PALOS VERDES ESTATES
CALIFORNIA,PARADISE
CALIFORNIA,PARAMOUNT
